# Gene Family	SRS1007613.ko	tiny-test-data-mt.ko
K01664: para-aminobenzoate synthetase component II [EC:2.6.1.85]|g__Escherichia.s__Escherichia_coli	38.612	0
K01667: tryptophanase [EC:4.1.99.1]	47.651	0
K01667: tryptophanase [EC:4.1.99.1]|g__Escherichia.s__Escherichia_coli	10.321	0
K01667: tryptophanase [EC:4.1.99.1]|g__Staphylococcus.s__Staphylococcus_epidermidis	37.329	0
K01673: carbonic anhydrase [EC:4.2.1.1]	40.626	0
K01673: carbonic anhydrase [EC:4.2.1.1]|g__Escherichia.s__Escherichia_coli	32.617	0
K01673: carbonic anhydrase [EC:4.2.1.1]|unclassified	8.009	0
K01679: fumarate hydratase, class II [EC:4.2.1.2]	103.261	0
K01679: fumarate hydratase, class II [EC:4.2.1.2]|g__Chromobacterium.s__Chromobacterium_violaceum	54.891	0
K01679: fumarate hydratase, class II [EC:4.2.1.2]|g__Escherichia.s__Escherichia_coli	34.447	0
K01679: fumarate hydratase, class II [EC:4.2.1.2]|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.923	0
K01681: aconitate hydratase [EC:4.2.1.3]	52.171	0
K01681: aconitate hydratase [EC:4.2.1.3]|g__Escherichia.s__Escherichia_coli	49.041	0
K01681: aconitate hydratase [EC:4.2.1.3]|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
K01682: aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	28.537	0
K01682: aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
K01682: aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]|g__Escherichia.s__Escherichia_coli	20.484	0
K01682: aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
K01686: mannonate dehydratase [EC:4.2.1.8]	38.944	0
K01686: mannonate dehydratase [EC:4.2.1.8]|g__Escherichia.s__Escherichia_coli	23.693	0
K01686: mannonate dehydratase [EC:4.2.1.8]|g__Staphylococcus.s__Staphylococcus_epidermidis	15.251	0
K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]	55.174	0
K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]|g__Chromobacterium.s__Chromobacterium_violaceum	15.053	0
K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	15.56	0
K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]|g__Escherichia.s__Escherichia_coli	2.279	0
K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]|unclassified	22.283	0
K01689: enolase [EC:4.2.1.11]	32.974	0
K01689: enolase [EC:4.2.1.11]|g__Escherichia.s__Escherichia_coli	12.491	0
K01689: enolase [EC:4.2.1.11]|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.898	0
K01689: enolase [EC:4.2.1.11]|g__Staphylococcus.s__Staphylococcus_epidermidis	13.585	0
K01690: phosphogluconate dehydratase [EC:4.2.1.12]	52.447	0
K01690: phosphogluconate dehydratase [EC:4.2.1.12]|g__Chromobacterium.s__Chromobacterium_violaceum	8.255	0
K01690: phosphogluconate dehydratase [EC:4.2.1.12]|g__Escherichia.s__Escherichia_coli	39.082	0
K01690: phosphogluconate dehydratase [EC:4.2.1.12]|g__Roseobacter.s__Roseobacter_denitrificans	5.11	0
K01692: enoyl-CoA hydratase [EC:4.2.1.17]	149.552	0
K01692: enoyl-CoA hydratase [EC:4.2.1.17]|g__Escherichia.s__Escherichia_coli	118.109	0
K01692: enoyl-CoA hydratase [EC:4.2.1.17]|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.443	0
K01696: tryptophan synthase beta chain [EC:4.2.1.20]	57.689	0
K01696: tryptophan synthase beta chain [EC:4.2.1.20]|g__Escherichia.s__Escherichia_coli	5.163	0
K01696: tryptophan synthase beta chain [EC:4.2.1.20]|g__Roseobacter.s__Roseobacter_denitrificans	41.659	0
K01696: tryptophan synthase beta chain [EC:4.2.1.20]|g__Staphylococcus.s__Staphylococcus_epidermidis	10.867	0
K01698: porphobilinogen synthase [EC:4.2.1.24]	101.034	0
K01698: porphobilinogen synthase [EC:4.2.1.24]|g__Escherichia.s__Escherichia_coli	39.304	0
K01698: porphobilinogen synthase [EC:4.2.1.24]|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.289	0
K01698: porphobilinogen synthase [EC:4.2.1.24]|g__Roseobacter.s__Roseobacter_denitrificans	32.441	0
K01703: 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	67.541	0
K01703: 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]|g__Corynebacterium.s__Corynebacterium_glutamicum	55.642	0
K01703: 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.659	0
K01703: 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]|g__Roseobacter.s__Roseobacter_denitrificans	8.241	0
K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	174.455	0
K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]|g__Chromobacterium.s__Chromobacterium_violaceum	34.361	0
K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]|g__Escherichia.s__Escherichia_coli	30.386	0
K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.866	0
K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]|unclassified	77.842	0
K01706: glucarate dehydratase [EC:4.2.1.40]	9.236	0
K01706: glucarate dehydratase [EC:4.2.1.40]|g__Escherichia.s__Escherichia_coli	9.236	0
K01707: 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	56.985	0
K01707: 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]|g__Corynebacterium.s__Corynebacterium_glutamicum	56.985	0
K01708: galactarate dehydratase [EC:4.2.1.42]	51.611	0
K01708: galactarate dehydratase [EC:4.2.1.42]|g__Escherichia.s__Escherichia_coli	23.527	0
K01708: galactarate dehydratase [EC:4.2.1.42]|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.083	0
K01711: GDPmannose 4,6-dehydratase [EC:4.2.1.47]	49.554	0
K01711: GDPmannose 4,6-dehydratase [EC:4.2.1.47]|g__Escherichia.s__Escherichia_coli	49.554	0
K01713: cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	30.301	0
K01713: cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]|g__Chromobacterium.s__Chromobacterium_violaceum	30.301	0
K01714: 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	51.328	0
K01714: 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]|g__Corynebacterium.s__Corynebacterium_glutamicum	13.921	0
K01714: 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]|g__Escherichia.s__Escherichia_coli	7.836	0
K01714: 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.571	0
K01716: 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	25.644	0
K01716: 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]|g__Escherichia.s__Escherichia_coli	15.251	0
K01716: 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]|unclassified	10.393	0
K01720: 2-methylcitrate dehydratase [EC:4.2.1.79]	17.626	0
K01720: 2-methylcitrate dehydratase [EC:4.2.1.79]|g__Corynebacterium.s__Corynebacterium_glutamicum	9.957	0
K01720: 2-methylcitrate dehydratase [EC:4.2.1.79]|g__Escherichia.s__Escherichia_coli	7.67	0
K01733: threonine synthase [EC:4.2.3.1]	66.897	0
K01733: threonine synthase [EC:4.2.3.1]|g__Corynebacterium.s__Corynebacterium_glutamicum	46.857	0
K01733: threonine synthase [EC:4.2.3.1]|g__Escherichia.s__Escherichia_coli	16.319	0
K01733: threonine synthase [EC:4.2.3.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.72	0
K01734: methylglyoxal synthase [EC:4.2.3.3]	206.635	0
K01734: methylglyoxal synthase [EC:4.2.3.3]|g__Escherichia.s__Escherichia_coli	206.635	0
K01735: 3-dehydroquinate synthase [EC:4.2.3.4]	11.823	0
K01735: 3-dehydroquinate synthase [EC:4.2.3.4]|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.823	0
K01736: chorismate synthase [EC:4.2.3.5]	292.017	0
K01736: chorismate synthase [EC:4.2.3.5]|g__Corynebacterium.s__Corynebacterium_glutamicum	43.231	0
K01736: chorismate synthase [EC:4.2.3.5]|g__Staphylococcus.s__Staphylococcus_epidermidis	248.786	0
K01737: 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	37.761	0
K01737: 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]|g__Staphylococcus.s__Staphylococcus_epidermidis	37.761	0
K01738: cysteine synthase [EC:2.5.1.47]	61.975	0
K01738: cysteine synthase [EC:2.5.1.47]|g__Corynebacterium.s__Corynebacterium_glutamicum	56.668	0
K01738: cysteine synthase [EC:2.5.1.47]|g__Staphylococcus.s__Staphylococcus_epidermidis	5.307	0
K01739: cystathionine gamma-synthase [EC:2.5.1.48]	37.575	0
K01739: cystathionine gamma-synthase [EC:2.5.1.48]|g__Corynebacterium.s__Corynebacterium_glutamicum	37.575	0
K01740: O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	40.271	0
K01740: O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]|g__Chromobacterium.s__Chromobacterium_violaceum	4.97	0
K01740: O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]|g__Corynebacterium.s__Corynebacterium_glutamicum	17.259	0
K01740: O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]|g__Roseobacter.s__Roseobacter_denitrificans	18.043	0
K01749: hydroxymethylbilane synthase [EC:2.5.1.61]	81.675	0
K01749: hydroxymethylbilane synthase [EC:2.5.1.61]|g__Escherichia.s__Escherichia_coli	47.591	0
K01749: hydroxymethylbilane synthase [EC:2.5.1.61]|unclassified	34.083	0
K01754: threonine dehydratase [EC:4.3.1.19]	91.465	0
K01754: threonine dehydratase [EC:4.3.1.19]|g__Chromobacterium.s__Chromobacterium_violaceum	26.482	0
K01754: threonine dehydratase [EC:4.3.1.19]|g__Escherichia.s__Escherichia_coli	18.21	0
K01754: threonine dehydratase [EC:4.3.1.19]|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.528	0
K01754: threonine dehydratase [EC:4.3.1.19]|unclassified	25.246	0
K01755: argininosuccinate lyase [EC:4.3.2.1]	4.707	0
K01755: argininosuccinate lyase [EC:4.3.2.1]|unclassified	4.707	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]	126.978	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]|g__Escherichia.s__Escherichia_coli	51.72	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.231	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]|g__Roseobacter.s__Roseobacter_denitrificans	32.887	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]|g__Staphylococcus.s__Staphylococcus_epidermidis	25.256	0
K01756: adenylosuccinate lyase [EC:4.3.2.2]|unclassified	10.883	0
K01759: lactoylglutathione lyase [EC:4.4.1.5]	183.241	0
K01759: lactoylglutathione lyase [EC:4.4.1.5]|g__Escherichia.s__Escherichia_coli	158.517	0
K01759: lactoylglutathione lyase [EC:4.4.1.5]|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.724	0
K01760: cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	37.57	0
K01760: cysteine-S-conjugate beta-lyase [EC:4.4.1.13]|g__Escherichia.s__Escherichia_coli	19.168	0
K01760: cysteine-S-conjugate beta-lyase [EC:4.4.1.13]|g__Staphylococcus.s__Staphylococcus_epidermidis	18.402	0
K01768: adenylate cyclase [EC:4.6.1.1]	97.848	0
K01768: adenylate cyclase [EC:4.6.1.1]|g__Roseobacter.s__Roseobacter_denitrificans	97.848	0
K01770: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	31.997	0
K01770: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]|unclassified	31.997	0
K01772: protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	26.31	0
K01772: protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]|unclassified	26.31	0
K01775: alanine racemase [EC:5.1.1.1]	67.541	0
K01775: alanine racemase [EC:5.1.1.1]|g__Chromobacterium.s__Chromobacterium_violaceum	11.734	0
K01775: alanine racemase [EC:5.1.1.1]|g__Escherichia.s__Escherichia_coli	31.767	0
K01775: alanine racemase [EC:5.1.1.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.04	0
K01776: glutamate racemase [EC:5.1.1.3]	25.489	0
K01776: glutamate racemase [EC:5.1.1.3]|unclassified	25.489	0
K01778: diaminopimelate epimerase [EC:5.1.1.7]	61.148	0
K01778: diaminopimelate epimerase [EC:5.1.1.7]|g__Escherichia.s__Escherichia_coli	25.15	0
K01778: diaminopimelate epimerase [EC:5.1.1.7]|g__Roseobacter.s__Roseobacter_denitrificans	35.998	0
K01783: ribulose-phosphate 3-epimerase [EC:5.1.3.1]	36.578	0
K01783: ribulose-phosphate 3-epimerase [EC:5.1.3.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.084	0
K01783: ribulose-phosphate 3-epimerase [EC:5.1.3.1]|unclassified	18.495	0
K01785: aldose 1-epimerase [EC:5.1.3.3]	36.036	0
K01785: aldose 1-epimerase [EC:5.1.3.3]|g__Escherichia.s__Escherichia_coli	36.036	0
K01788: N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	28.728	0
K01788: N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]|g__Escherichia.s__Escherichia_coli	28.728	0
K01802: peptidylprolyl isomerase [EC:5.2.1.8]	104.752	0
K01802: peptidylprolyl isomerase [EC:5.2.1.8]|g__Corynebacterium.s__Corynebacterium_glutamicum	104.752	0
K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	42.451	0
K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.451	0
K01804: L-arabinose isomerase [EC:5.3.1.4]	24.764	0
K01804: L-arabinose isomerase [EC:5.3.1.4]|g__Staphylococcus.s__Staphylococcus_epidermidis	18.955	0
K01804: L-arabinose isomerase [EC:5.3.1.4]|unclassified	5.809	0
K01807: ribose 5-phosphate isomerase A [EC:5.3.1.6]	175.999	0
K01807: ribose 5-phosphate isomerase A [EC:5.3.1.6]|g__Escherichia.s__Escherichia_coli	32.69	0
K01807: ribose 5-phosphate isomerase A [EC:5.3.1.6]|g__Roseobacter.s__Roseobacter_denitrificans	143.309	0
K01808: ribose 5-phosphate isomerase B [EC:5.3.1.6]	119.923	0
K01808: ribose 5-phosphate isomerase B [EC:5.3.1.6]|g__Corynebacterium.s__Corynebacterium_glutamicum	71.38	0
K01808: ribose 5-phosphate isomerase B [EC:5.3.1.6]|g__Escherichia.s__Escherichia_coli	48.544	0
K01809: mannose-6-phosphate isomerase [EC:5.3.1.8]	14.906	0
K01809: mannose-6-phosphate isomerase [EC:5.3.1.8]|unclassified	14.906	0
K01810: glucose-6-phosphate isomerase [EC:5.3.1.9]	38.577	0
K01810: glucose-6-phosphate isomerase [EC:5.3.1.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	34.699	0
K01810: glucose-6-phosphate isomerase [EC:5.3.1.9]|unclassified	3.878	0
K01812: glucuronate isomerase [EC:5.3.1.12]	24.378	0
K01812: glucuronate isomerase [EC:5.3.1.12]|unclassified	24.378	0
K01817: phosphoribosylanthranilate isomerase [EC:5.3.1.24]	68.389	0
K01817: phosphoribosylanthranilate isomerase [EC:5.3.1.24]|g__Polaromonas.s__Polaromonas_naphthalenivorans	52.986	0
K01817: phosphoribosylanthranilate isomerase [EC:5.3.1.24]|unclassified	15.402	0
K01845: glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	76.347	0
K01845: glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]|g__Chromobacterium.s__Chromobacterium_violaceum	50.136	0
K01845: glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]|g__Escherichia.s__Escherichia_coli	26.21	0
K01854: UDP-galactopyranose mutase [EC:5.4.99.9]	24.691	0
K01854: UDP-galactopyranose mutase [EC:5.4.99.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	24.691	0
K01867: tryptophanyl-tRNA synthetase [EC:6.1.1.2]	14.364	0
K01867: tryptophanyl-tRNA synthetase [EC:6.1.1.2]|g__Chromobacterium.s__Chromobacterium_violaceum	9.399	0
K01867: tryptophanyl-tRNA synthetase [EC:6.1.1.2]|unclassified	4.965	0
K01868: threonyl-tRNA synthetase [EC:6.1.1.3]	3.576	0
K01868: threonyl-tRNA synthetase [EC:6.1.1.3]|unclassified	3.576	0
K01870: isoleucyl-tRNA synthetase [EC:6.1.1.5]	18.023	0
K01870: isoleucyl-tRNA synthetase [EC:6.1.1.5]|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.023	0
K01872: alanyl-tRNA synthetase [EC:6.1.1.7]	20.264	0
K01872: alanyl-tRNA synthetase [EC:6.1.1.7]|g__Chromobacterium.s__Chromobacterium_violaceum	10.116	0
K01872: alanyl-tRNA synthetase [EC:6.1.1.7]|g__Escherichia.s__Escherichia_coli	3.252	0
K01872: alanyl-tRNA synthetase [EC:6.1.1.7]|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.896	0
K01873: valyl-tRNA synthetase [EC:6.1.1.9]	52.619	0
K01873: valyl-tRNA synthetase [EC:6.1.1.9]|g__Chromobacterium.s__Chromobacterium_violaceum	22.476	0
K01873: valyl-tRNA synthetase [EC:6.1.1.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	20.045	0
K01873: valyl-tRNA synthetase [EC:6.1.1.9]|g__Escherichia.s__Escherichia_coli	10.098	0
K01875: seryl-tRNA synthetase [EC:6.1.1.11]	31.32	0
K01875: seryl-tRNA synthetase [EC:6.1.1.11]|g__Chromobacterium.s__Chromobacterium_violaceum	31.32	0
K01878: glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	72.121	0
K01878: glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]|g__Chromobacterium.s__Chromobacterium_violaceum	14.237	0
K01878: glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]|g__Escherichia.s__Escherichia_coli	5.11	0
K01878: glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.694	0
K01878: glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]|g__Roseobacter.s__Roseobacter_denitrificans	17.08	0
K01879: glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	13.648	0
K01879: glycyl-tRNA synthetase beta chain [EC:6.1.1.14]|g__Escherichia.s__Escherichia_coli	13.648	0
K01880: glycyl-tRNA synthetase [EC:6.1.1.14]	26.921	0
K01880: glycyl-tRNA synthetase [EC:6.1.1.14]|g__Corynebacterium.s__Corynebacterium_glutamicum	11.018	0
K01880: glycyl-tRNA synthetase [EC:6.1.1.14]|g__Staphylococcus.s__Staphylococcus_epidermidis	15.903	0
K01883: cysteinyl-tRNA synthetase [EC:6.1.1.16]	63.221	0
K01883: cysteinyl-tRNA synthetase [EC:6.1.1.16]|g__Corynebacterium.s__Corynebacterium_glutamicum	22.677	0
K01883: cysteinyl-tRNA synthetase [EC:6.1.1.16]|g__Escherichia.s__Escherichia_coli	40.544	0
K01885: glutamyl-tRNA synthetase [EC:6.1.1.17]	56.345	0
K01885: glutamyl-tRNA synthetase [EC:6.1.1.17]|g__Chromobacterium.s__Chromobacterium_violaceum	8.296	0
K01885: glutamyl-tRNA synthetase [EC:6.1.1.17]|g__Escherichia.s__Escherichia_coli	48.049	0
K01889: phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	19.1	0
K01889: phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]|g__Escherichia.s__Escherichia_coli	13.87	0
K01889: phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]|g__Roseobacter.s__Roseobacter_denitrificans	5.231	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]	91.77	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]|g__Chromobacterium.s__Chromobacterium_violaceum	11.285	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]|g__Corynebacterium.s__Corynebacterium_glutamicum	45.699	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]|g__Escherichia.s__Escherichia_coli	25.887	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.826	0
K01892: histidyl-tRNA synthetase [EC:6.1.1.21]|unclassified	2.074	0
K01897: long-chain acyl-CoA synthetase [EC:6.2.1.3]	14.191	0
K01897: long-chain acyl-CoA synthetase [EC:6.2.1.3]|g__Chromobacterium.s__Chromobacterium_violaceum	11.565	0
K01897: long-chain acyl-CoA synthetase [EC:6.2.1.3]|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.626	0
K01899: succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	14.267	0
K01899: succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]|g__Escherichia.s__Escherichia_coli	14.267	0
K01902: succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	61.231	0
K01902: succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]|g__Chromobacterium.s__Chromobacterium_violaceum	27.895	0
K01902: succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]|g__Corynebacterium.s__Corynebacterium_glutamicum	14.329	0
K01902: succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.008	0
K01903: succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	30.345	0
K01903: succinyl-CoA synthetase beta subunit [EC:6.2.1.5]|g__Chromobacterium.s__Chromobacterium_violaceum	5.803	0
K01903: succinyl-CoA synthetase beta subunit [EC:6.2.1.5]|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.141	0
K01903: succinyl-CoA synthetase beta subunit [EC:6.2.1.5]|g__Roseobacter.s__Roseobacter_denitrificans	14.401	0
K01912: phenylacetate-CoA ligase [EC:6.2.1.30]	4.876	0
K01912: phenylacetate-CoA ligase [EC:6.2.1.30]|unclassified	4.876	0
K01916: NAD+ synthase [EC:6.3.1.5]	40.522	0
K01916: NAD+ synthase [EC:6.3.1.5]|g__Escherichia.s__Escherichia_coli	28.25	0
K01916: NAD+ synthase [EC:6.3.1.5]|g__Staphylococcus.s__Staphylococcus_epidermidis	6.349	0
K01916: NAD+ synthase [EC:6.3.1.5]|unclassified	5.923	0
K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]	132.661	0
K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]|g__Chromobacterium.s__Chromobacterium_violaceum	9.193	0
K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]|g__Escherichia.s__Escherichia_coli	115.261	0
K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.207	0
K01920: glutathione synthase [EC:6.3.2.3]	50.006	0
K01920: glutathione synthase [EC:6.3.2.3]|g__Chromobacterium.s__Chromobacterium_violaceum	33.539	0
K01920: glutathione synthase [EC:6.3.2.3]|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.467	0
K01921: D-alanine-D-alanine ligase [EC:6.3.2.4]	77.9	0
K01921: D-alanine-D-alanine ligase [EC:6.3.2.4]|g__Chromobacterium.s__Chromobacterium_violaceum	11.273	0
K01921: D-alanine-D-alanine ligase [EC:6.3.2.4]|g__Escherichia.s__Escherichia_coli	39.828	0
K01921: D-alanine-D-alanine ligase [EC:6.3.2.4]|unclassified	26.799	0
K01925: UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	30.013	0
K01925: UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]|g__Roseobacter.s__Roseobacter_denitrificans	16.907	0
K01925: UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]|unclassified	13.106	0
K01928: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	61.074	0
K01928: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]|g__Chromobacterium.s__Chromobacterium_violaceum	23.151	0
