# Gene Family	SRS1007613.rxn	tiny-test-data-mt.rxn
DADPKIN-RXN: NO_NAME	149.707	0
DADPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
DADPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
DAHPSYN-RXN: NO_NAME	188.129	0
DAHPSYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	127.572	0
DAHPSYN-RXN: NO_NAME|unclassified	60.557	0
DALADALALIG-RXN: NO_NAME	150.995	0
DALADALALIG-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	11.273	0
DALADALALIG-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	97.845	0
DALADALALIG-RXN: NO_NAME|unclassified	41.877	0
DAPASYN-RXN: NO_NAME	99.127	0
DAPASYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.73	0
DAPASYN-RXN: NO_NAME|unclassified	71.398	0
DARAB5PISOM-RXN: NO_NAME	310.642	0
DARAB5PISOM-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	49.994	0
DARAB5PISOM-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	246.942	0
DARAB5PISOM-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.238	0
DARAB5PISOM-RXN: NO_NAME|unclassified	8.469	0
DCDPKIN-RXN: NO_NAME	149.707	0
DCDPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
DCDPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
DCYSDESULF-RXN: NO_NAME	47.868	0
DCYSDESULF-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	33.753	0
DCYSDESULF-RXN: NO_NAME|unclassified	14.116	0
DEHYDDEOXGALACTKIN-RXN: 2-dehydro-3-deoxygalactonokinase	351.053	0
DEHYDDEOXGALACTKIN-RXN: 2-dehydro-3-deoxygalactonokinase|g__Escherichia.s__Escherichia_coli	351.053	0
DEHYDDEOXPHOSGALACT-ALDOL-RXN: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	297.776	0
DEHYDDEOXPHOSGALACT-ALDOL-RXN: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase|g__Escherichia.s__Escherichia_coli	297.776	0
DEOXYADENPHOSPHOR-RXN: NO_NAME	152.746	0
DEOXYADENPHOSPHOR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	152.746	0
DEOXYCYTIDINE-KINASE-RXN: NO_NAME	62.337	0
DEOXYCYTIDINE-KINASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	62.337	0
DEOXYGLUCONOKIN-RXN: NO_NAME	34.635	0
DEOXYGLUCONOKIN-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.635	0
DEOXYGUANPHOSPHOR-RXN: NO_NAME	152.746	0
DEOXYGUANPHOSPHOR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	152.746	0
DEOXYINOPHOSPHOR-RXN: NO_NAME	152.746	0
DEOXYINOPHOSPHOR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	152.746	0
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN: NO_NAME	528.32	0
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	516.056	0
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN: NO_NAME|unclassified	12.264	0
DEOXYRIBOSE-P-ALD-RXN: NO_NAME	30.561	0
DEOXYRIBOSE-P-ALD-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	30.561	0
DEPHOSPHOCOAKIN-RXN: NO_NAME	113.302	0
DEPHOSPHOCOAKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	22.206	0
DEPHOSPHOCOAKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	62.545	0
DEPHOSPHOCOAKIN-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.551	0
DETHIOBIOTIN-SYN-RXN: NO_NAME	219.378	0
DETHIOBIOTIN-SYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	119.052	0
DETHIOBIOTIN-SYN-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	100.326	0
DGDPKIN-RXN: NO_NAME	149.707	0
DGDPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
DGDPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
DGTPTRIPHYDRO-RXN: NO_NAME	79.182	0
DGTPTRIPHYDRO-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	79.182	0
DHBDEHYD-RXN: NO_NAME	26.98	0
DHBDEHYD-RXN: NO_NAME|unclassified	26.98	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase	69.679	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	19.382	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase|g__Escherichia.s__Escherichia_coli	7.744	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.334	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	18.306	0
DHHB-METHYLTRANSFER-RXN: 3-demethylubiquinone-8 3-O-methyltransferase|unclassified	4.912	0
DIACYLGLYKIN-RXN: NO_NAME	292.973	0
DIACYLGLYKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	142.163	0
DIACYLGLYKIN-RXN: NO_NAME|unclassified	150.81	0
DIAMINOPIMDECARB-RXN: NO_NAME	654.25	0
DIAMINOPIMDECARB-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	613.737	0
DIAMINOPIMDECARB-RXN: NO_NAME|unclassified	40.513	0
DIAMINOPIMELATE-DEHYDROGENASE-RXN: NO_NAME	89.622	0
DIAMINOPIMELATE-DEHYDROGENASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	89.622	0
DIAMINOPIMEPIM-RXN: NO_NAME	215.556	0
DIAMINOPIMEPIM-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	25.15	0
DIAMINOPIMEPIM-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	35.998	0
DIAMINOPIMEPIM-RXN: NO_NAME|unclassified	154.408	0
DIENOYLCOAREDUCT-RXN: 2,4-dienoyl-CoA reductase (NADPH)	214.957	0
DIENOYLCOAREDUCT-RXN: 2,4-dienoyl-CoA reductase (NADPH)|g__Chromobacterium.s__Chromobacterium_violaceum	2.585	0
DIENOYLCOAREDUCT-RXN: 2,4-dienoyl-CoA reductase (NADPH)|g__Escherichia.s__Escherichia_coli	167.044	0
DIENOYLCOAREDUCT-RXN: 2,4-dienoyl-CoA reductase (NADPH)|g__Roseobacter.s__Roseobacter_denitrificans	18.081	0
DIENOYLCOAREDUCT-RXN: 2,4-dienoyl-CoA reductase (NADPH)|unclassified	27.247	0
DIHYDLIPACETRANS-RXN: NO_NAME	12.758	0
DIHYDLIPACETRANS-RXN: NO_NAME|unclassified	12.758	0
DIHYDRODIPICSYN-RXN: 4-hydroxy-tetrahydrodipicolinate synthase	64.722	0
DIHYDRODIPICSYN-RXN: 4-hydroxy-tetrahydrodipicolinate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.921	0
DIHYDRODIPICSYN-RXN: 4-hydroxy-tetrahydrodipicolinate synthase|g__Escherichia.s__Escherichia_coli	7.836	0
DIHYDRODIPICSYN-RXN: 4-hydroxy-tetrahydrodipicolinate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.571	0
DIHYDRODIPICSYN-RXN: 4-hydroxy-tetrahydrodipicolinate synthase|unclassified	13.394	0
DIHYDROFOLATEREDUCT-RXN: NO_NAME	48.698	0
DIHYDROFOLATEREDUCT-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	34.482	0
DIHYDROFOLATEREDUCT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	14.216	0
DIHYDROFOLATESYNTH-RXN: NO_NAME	27.45	0
DIHYDROFOLATESYNTH-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.45	0
DIHYDROOROT-RXN: NO_NAME	28.592	0
DIHYDROOROT-RXN: NO_NAME|unclassified	28.592	0
DIHYDROOROTATE-DEHYDROGENASE-RXN: NO_NAME	122.22	0
DIHYDROOROTATE-DEHYDROGENASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.179	0
DIHYDROOROTATE-DEHYDROGENASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	29.45	0
DIHYDROOROTATE-DEHYDROGENASE-RXN: NO_NAME|unclassified	69.59	0
DIHYDROPYRIMIDINASE-RXN: NO_NAME	15.562	0
DIHYDROPYRIMIDINASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	15.562	0
DIHYDROXYISOVALDEHYDRAT-RXN: NO_NAME	55.174	0
DIHYDROXYISOVALDEHYDRAT-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.053	0
DIHYDROXYISOVALDEHYDRAT-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	15.56	0
DIHYDROXYISOVALDEHYDRAT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	2.279	0
DIHYDROXYISOVALDEHYDRAT-RXN: NO_NAME|unclassified	22.283	0
DIHYDROXYMETVALDEHYDRAT-RXN: 2,3-Dihydroxy-3-methylvalerate dehydratase	55.174	0
DIHYDROXYMETVALDEHYDRAT-RXN: 2,3-Dihydroxy-3-methylvalerate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	15.053	0
DIHYDROXYMETVALDEHYDRAT-RXN: 2,3-Dihydroxy-3-methylvalerate dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	15.56	0
DIHYDROXYMETVALDEHYDRAT-RXN: 2,3-Dihydroxy-3-methylvalerate dehydratase|g__Escherichia.s__Escherichia_coli	2.279	0
DIHYDROXYMETVALDEHYDRAT-RXN: 2,3-Dihydroxy-3-methylvalerate dehydratase|unclassified	22.283	0
DIMESULFREDUCT-RXN: NO_NAME	137.034	0
DIMESULFREDUCT-RXN: NO_NAME|unclassified	137.034	0
DIMETHUROPORDEHYDROG-RXN: NO_NAME	114.106	0
DIMETHUROPORDEHYDROG-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	92.584	0
DIMETHUROPORDEHYDROG-RXN: NO_NAME|unclassified	21.522	0
DIOHBUTANONEPSYN-RXN: NO_NAME	258.949	0
DIOHBUTANONEPSYN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	5.606	0
DIOHBUTANONEPSYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	23.766	0
DIOHBUTANONEPSYN-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	82.34	0
DIOHBUTANONEPSYN-RXN: NO_NAME|unclassified	147.236	0
DLACTDEHYDROGNAD-RXN: NO_NAME	160.499	0
DLACTDEHYDROGNAD-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	44.938	0
DLACTDEHYDROGNAD-RXN: NO_NAME|unclassified	115.561	0
DMBPPRIBOSYLTRANS-RXN: NO_NAME	88.525	0
DMBPPRIBOSYLTRANS-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	78.105	0
DMBPPRIBOSYLTRANS-RXN: NO_NAME|unclassified	10.42	0
DMK-RXN: NO_NAME	78.598	0
DMK-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	15.823	0
DMK-RXN: NO_NAME|unclassified	62.775	0
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN: NO_NAME	212.346	0
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	201.595	0
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.751	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME	876.017	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	42.129	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	45.131	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	309.984	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.434	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	41.92	0
DNA-DIRECTED-DNA-POLYMERASE-RXN: NO_NAME|unclassified	426.419	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME	469.225	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	87.267	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	132.929	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.418	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	8.939	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	35.088	0
DNA-DIRECTED-RNA-POLYMERASE-RXN: NO_NAME|unclassified	187.584	0
DNA-LIGASE-NAD+-RXN: NO_NAME	355.8	0
DNA-LIGASE-NAD+-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	256.077	0
DNA-LIGASE-NAD+-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	33.78	0
DNA-LIGASE-NAD+-RXN: NO_NAME|unclassified	65.943	0
DTDPDEHYRHAMREDUCT-RXN: NO_NAME	97.67	0
DTDPDEHYRHAMREDUCT-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	19.111	0
DTDPDEHYRHAMREDUCT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	28.714	0
DTDPDEHYRHAMREDUCT-RXN: NO_NAME|unclassified	49.845	0
DTDPGLUCDEHYDRAT-RXN: NO_NAME	107.794	0
DTDPGLUCDEHYDRAT-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	9.952	0
DTDPGLUCDEHYDRAT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	56.273	0
DTDPGLUCDEHYDRAT-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.569	0
DTDPGLUCOSEPP-RXN: NO_NAME	336.06	0
DTDPGLUCOSEPP-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	61.286	0
DTDPGLUCOSEPP-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	145.254	0
DTDPGLUCOSEPP-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	88.935	0
DTDPGLUCOSEPP-RXN: NO_NAME|unclassified	40.585	0
DTDPKIN-RXN: NO_NAME	149.707	0
DTDPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
DTDPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
DTMPKI-RXN: NO_NAME	153.017	0
DTMPKI-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	92.733	0
DTMPKI-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.782	0
DTMPKI-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	40.502	0
DUDPKIN-RXN: NO_NAME	149.707	0
DUDPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
DUDPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
DURIDKI-RXN: NO_NAME	179.044	0
DURIDKI-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	114.743	0
DURIDKI-RXN: NO_NAME|unclassified	64.301	0
DXPREDISOM-RXN: NO_NAME	60.662	0
DXPREDISOM-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	60.662	0
DXS-RXN: NO_NAME	156.447	0
DXS-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	43.526	0
DXS-RXN: NO_NAME|unclassified	112.922	0
ENOYL-ACP-REDUCT-NADH-RXN: 2,3,4-saturated-fatty-acid-[acp] reductase	152.657	0
ENOYL-ACP-REDUCT-NADH-RXN: 2,3,4-saturated-fatty-acid-[acp] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
ENOYL-ACP-REDUCT-NADH-RXN: 2,3,4-saturated-fatty-acid-[acp] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
ENOYL-ACP-REDUCT-NADH-RXN: 2,3,4-saturated-fatty-acid-[acp] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
ENOYL-ACP-REDUCT-NADPH-RXN: 2,3,4-saturated fatty acyl-[acp] dehydrogenase	16.181	0
ENOYL-ACP-REDUCT-NADPH-RXN: 2,3,4-saturated fatty acyl-[acp] dehydrogenase|unclassified	16.181	0
ENOYL-COA-DELTA-ISOM-RXN: Dodecenoyl-CoA &delta;-isomerase	43.597	0
ENOYL-COA-DELTA-ISOM-RXN: Dodecenoyl-CoA &delta;-isomerase|g__Escherichia.s__Escherichia_coli	23.694	0
ENOYL-COA-DELTA-ISOM-RXN: Dodecenoyl-CoA &delta;-isomerase|unclassified	19.903	0
ENOYL-COA-HYDRAT-RXN: NO_NAME	670.747	0
ENOYL-COA-HYDRAT-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.286	0
ENOYL-COA-HYDRAT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	408.182	0
ENOYL-COA-HYDRAT-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.443	0
ENOYL-COA-HYDRAT-RXN: NO_NAME|unclassified	204.836	0
ENTDB-RXN: NO_NAME	626.138	0
ENTDB-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	159.223	0
ENTDB-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	71.082	0
ENTDB-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	395.833	0
ERYTH4PDEHYDROG-RXN: NO_NAME	43.762	0
ERYTH4PDEHYDROG-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	22.399	0
ERYTH4PDEHYDROG-RXN: NO_NAME|unclassified	21.363	0
ERYTHRON4PDEHYDROG-RXN: NO_NAME	42.904	0
ERYTHRON4PDEHYDROG-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	26.842	0
ERYTHRON4PDEHYDROG-RXN: NO_NAME|unclassified	16.062	0
ETHAMLY-RXN: NO_NAME	126.214	0
ETHAMLY-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.624	0
ETHAMLY-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	82.908	0
ETHAMLY-RXN: NO_NAME|unclassified	27.683	0
F16ALDOLASE-RXN: NO_NAME	211.2	0
F16ALDOLASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	89.475	0
F16ALDOLASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	56.308	0
F16ALDOLASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	10.448	0
F16ALDOLASE-RXN: NO_NAME|unclassified	54.97	0
F16BDEPHOS-RXN: NO_NAME	253.194	0
F16BDEPHOS-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	179.665	0
F16BDEPHOS-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.058	0
F16BDEPHOS-RXN: NO_NAME|unclassified	16.471	0
FERREDOXIN--NAD+-REDUCTASE-RXN: NO_NAME	179.862	0
FERREDOXIN--NAD+-REDUCTASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	113.614	0
FERREDOXIN--NAD+-REDUCTASE-RXN: NO_NAME|unclassified	66.248	0
FGAMSYN-RXN: NO_NAME	1152.715	0
FGAMSYN-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	1080.34	0
FGAMSYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	7.709	0
FGAMSYN-RXN: NO_NAME|unclassified	64.665	0
FLAVONADPREDUCT-RXN: Flavodoxin--NADP(+) reductase	41.075	0
FLAVONADPREDUCT-RXN: Flavodoxin--NADP(+) reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	41.075	0
FOLYLPOLYGLUTAMATESYNTH-RXN: NO_NAME	27.45	0
FOLYLPOLYGLUTAMATESYNTH-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.45	0
FORMATEDEHYDROG-RXN: formate dehydrogenase (menaquinone)	94.718	0
FORMATEDEHYDROG-RXN: formate dehydrogenase (menaquinone)|g__Escherichia.s__Escherichia_coli	55.691	0
FORMATEDEHYDROG-RXN: formate dehydrogenase (menaquinone)|g__Roseobacter.s__Roseobacter_denitrificans	17.691	0
FORMATEDEHYDROG-RXN: formate dehydrogenase (menaquinone)|unclassified	21.336	0
FORMIMINOGLUTAMASE-RXN: NO_NAME	73.75	0
FORMIMINOGLUTAMASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	73.75	0
FORMYLTHFDEFORMYL-RXN: formyltetrahydrofolate deformylase	123.195	0
FORMYLTHFDEFORMYL-RXN: formyltetrahydrofolate deformylase|g__Escherichia.s__Escherichia_coli	46.299	0
FORMYLTHFDEFORMYL-RXN: formyltetrahydrofolate deformylase|unclassified	76.897	0
FORMYLTHFGLUSYNTH-RXN: NO_NAME	27.45	0
FORMYLTHFGLUSYNTH-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.45	0
FPPSYN-RXN: NO_NAME	95.886	0
FPPSYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	95.886	0
FRUCTOKINASE-RXN: fructokinase	61.556	0
FRUCTOKINASE-RXN: fructokinase|g__Escherichia.s__Escherichia_coli	44.689	0
FRUCTOKINASE-RXN: fructokinase|g__Staphylococcus.s__Staphylococcus_epidermidis	16.867	0
FUCISOM-RXN: NO_NAME	41.589	0
FUCISOM-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	38.011	0
FUCISOM-RXN: NO_NAME|unclassified	3.578	0
FUCOKINASE-RXN: NO_NAME	53.797	0
FUCOKINASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	53.797	0
FUCPALDOL-RXN: NO_NAME	42.802	0
FUCPALDOL-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	42.802	0
FUCULOKIN-RXN: NO_NAME	63.034	0
FUCULOKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	63.034	0
FUMHYDR-RXN: NO_NAME	284.901	0
FUMHYDR-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	54.891	0
FUMHYDR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	129.826	0
FUMHYDR-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.923	0
FUMHYDR-RXN: NO_NAME|unclassified	86.261	0
GABATRANSAM-RXN: NO_NAME	145.341	0
GABATRANSAM-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	77.957	0
GABATRANSAM-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.381	0
GABATRANSAM-RXN: NO_NAME|unclassified	40.002	0
GALACTARDEHYDRA-RXN: NO_NAME	228.908	0
GALACTARDEHYDRA-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	23.527	0
GALACTARDEHYDRA-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.083	0
GALACTARDEHYDRA-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	167.346	0
GALACTARDEHYDRA-RXN: NO_NAME|unclassified	9.951	0
GALACTOACETYLTRAN-RXN: NO_NAME	117.439	0
GALACTOACETYLTRAN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	117.439	0
GALACTOKIN-RXN: NO_NAME	46.112	0
GALACTOKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	36.38	0
GALACTOKIN-RXN: NO_NAME|unclassified	9.732	0
GALACTONDEHYDRAT-RXN: NO_NAME	62.808	0
GALACTONDEHYDRAT-RXN: NO_NAME|unclassified	62.808	0
GALACTURIDYLYLTRANS-RXN: NO_NAME	48.988	0
GALACTURIDYLYLTRANS-RXN: NO_NAME|unclassified	48.988	0
GALACTUROISOM-RXN: D-galacturonate isomerase	267.694	0
GALACTUROISOM-RXN: D-galacturonate isomerase|g__Escherichia.s__Escherichia_coli	224.762	0
GALACTUROISOM-RXN: D-galacturonate isomerase|unclassified	42.932	0
GALPMUT-RXN: NO_NAME	24.691	0
GALPMUT-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	24.691	0
GAMMA-GLUTAMYLTRANSFERASE-RXN: NO_NAME	91.347	0
GAMMA-GLUTAMYLTRANSFERASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	21.061	0
GAMMA-GLUTAMYLTRANSFERASE-RXN: NO_NAME|unclassified	70.285	0
GAPOXNPHOSPHN-RXN: NO_NAME	71.593	0
GAPOXNPHOSPHN-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.593	0
GART-RXN: NO_NAME	125.155	0
GART-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	20.003	0
GART-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	89.673	0
GART-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	7.882	0
GART-RXN: NO_NAME|unclassified	7.597	0
GCVP-RXN: NO_NAME	100.057	0
GCVP-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	1.511	0
GCVP-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.591	0
GCVP-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	4.675	0
GCVP-RXN: NO_NAME|unclassified	81.28	0
GCVT-RXN: NO_NAME	69.726	0
GCVT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	26.394	0
GCVT-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	34.916	0
GCVT-RXN: NO_NAME|unclassified	8.416	0
GDPKIN-RXN: NO_NAME	149.707	0
GDPKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
GDPKIN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.641	0
GDPMANDEHYDRA-RXN: NO_NAME	49.554	0
GDPMANDEHYDRA-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	49.554	0
GDPPYPHOSKIN-RXN: NO_NAME	80.125	0
GDPPYPHOSKIN-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	10.796	0
