# Gene Family	SRS1007613.level4ec	tiny-test-data-mt.level4ec
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|g__Staphylococcus.s__Staphylococcus_epidermidis	33.992	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|unclassified	72.854	0
2.3.1.181: Lipoyl(octanoyl) transferase	134.708	0
2.3.1.181: Lipoyl(octanoyl) transferase|g__Escherichia.s__Escherichia_coli	38.89	0
2.3.1.181: Lipoyl(octanoyl) transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.586	0
2.3.1.181: Lipoyl(octanoyl) transferase|unclassified	79.232	0
2.3.1.184: Acyl-homoserine-lactone synthase	30.337	0
2.3.1.184: Acyl-homoserine-lactone synthase|g__Chromobacterium.s__Chromobacterium_violaceum	30.337	0
2.3.1.18: Galactoside O-acetyltransferase	117.439	0
2.3.1.18: Galactoside O-acetyltransferase|g__Escherichia.s__Escherichia_coli	117.439	0
2.3.1.191: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	33.712	0
2.3.1.191: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase|g__Escherichia.s__Escherichia_coli	33.712	0
2.3.1.193: tRNA(Met) cytidine acetyltransferase	17.307	0
2.3.1.193: tRNA(Met) cytidine acetyltransferase|g__Escherichia.s__Escherichia_coli	17.307	0
2.3.1.1: Amino-acid N-acetyltransferase	13.821	0
2.3.1.1: Amino-acid N-acetyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.821	0
2.3.1.222: Phosphate propanoyltransferase	17.621	0
2.3.1.222: Phosphate propanoyltransferase|g__Escherichia.s__Escherichia_coli	17.621	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase	95.863	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|g__Chromobacterium.s__Chromobacterium_violaceum	5.986	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	79.991	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|g__Escherichia.s__Escherichia_coli	5.026	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.86	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase	64.212	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase|g__Escherichia.s__Escherichia_coli	34.283	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	29.929	0
2.3.1.245: 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	109.848	0
2.3.1.245: 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase|g__Escherichia.s__Escherichia_coli	109.848	0
2.3.1.251: NO_NAME	93.133	0
2.3.1.251: NO_NAME|g__Escherichia.s__Escherichia_coli	93.133	0
2.3.1.266: NO_NAME	48.68	0
2.3.1.266: NO_NAME|g__Escherichia.s__Escherichia_coli	48.68	0
2.3.1.274: NO_NAME	45.883	0
2.3.1.274: NO_NAME|g__Escherichia.s__Escherichia_coli	45.883	0
2.3.1.275: NO_NAME	26.282	0
2.3.1.275: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.282	0
2.3.1.30: Serine O-acetyltransferase	49.724	0
2.3.1.30: Serine O-acetyltransferase|unclassified	49.724	0
2.3.1.35: Glutamate N-acetyltransferase	13.821	0
2.3.1.35: Glutamate N-acetyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.821	0
2.3.1.37: 5-aminolevulinate synthase	28.878	0
2.3.1.37: 5-aminolevulinate synthase|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase	208.649	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	32.291	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|g__Escherichia.s__Escherichia_coli	166.975	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.383	0
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase	42.343	0
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase|g__Escherichia.s__Escherichia_coli	17.459	0
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase|unclassified	24.884	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I	608.091	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|g__Escherichia.s__Escherichia_coli	513.532	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|unclassified	85.224	0
2.3.1.46: Homoserine O-succinyltransferase	67.231	0
2.3.1.46: Homoserine O-succinyltransferase|g__Escherichia.s__Escherichia_coli	47.959	0
2.3.1.46: Homoserine O-succinyltransferase|unclassified	19.272	0
2.3.1.47: 8-amino-7-oxononanoate synthase	77.348	0
2.3.1.47: 8-amino-7-oxononanoate synthase|g__Escherichia.s__Escherichia_coli	29.802	0
2.3.1.47: 8-amino-7-oxononanoate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	41.469	0
2.3.1.47: 8-amino-7-oxononanoate synthase|unclassified	6.077	0
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase	50.59	0
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase|g__Escherichia.s__Escherichia_coli	50.59	0
2.3.1.54: Formate C-acetyltransferase	109.19	0
2.3.1.54: Formate C-acetyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	10.221	0
2.3.1.54: Formate C-acetyltransferase|g__Escherichia.s__Escherichia_coli	50.851	0
2.3.1.54: Formate C-acetyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	38.338	0
2.3.1.54: Formate C-acetyltransferase|unclassified	9.78	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase	257.557	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase|g__Escherichia.s__Escherichia_coli	225.375	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase|unclassified	32.181	0
2.3.1.79: Maltose O-acetyltransferase	66.152	0
2.3.1.79: Maltose O-acetyltransferase|g__Escherichia.s__Escherichia_coli	66.152	0
2.3.1.8: Phosphate acetyltransferase	79.109	0
2.3.1.8: Phosphate acetyltransferase|g__Escherichia.s__Escherichia_coli	50.051	0
2.3.1.8: Phosphate acetyltransferase|unclassified	29.058	0
2.3.1.9: Acetyl-CoA C-acetyltransferase	85.842	0
2.3.1.9: Acetyl-CoA C-acetyltransferase|unclassified	85.842	0
2.3.1.n2: Phosphate acyltransferase	84.452	0
2.3.1.n2: Phosphate acyltransferase|g__Escherichia.s__Escherichia_coli	84.452	0
2.3.1.n4: 1-acyl-sn-glycerol-3-phosphate acyltransferase	50.59	0
2.3.1.n4: 1-acyl-sn-glycerol-3-phosphate acyltransferase|g__Escherichia.s__Escherichia_coli	50.59	0
2.3.2.29: NO_NAME	38.184	0
2.3.2.29: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.293	0
2.3.2.29: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.063	0
2.3.2.29: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.829	0
2.3.2.2: Gamma-glutamyltransferase	91.347	0
2.3.2.2: Gamma-glutamyltransferase|g__Escherichia.s__Escherichia_coli	21.061	0
2.3.2.2: Gamma-glutamyltransferase|unclassified	70.285	0
2.3.2.3: Lysyltransferase	17.561	0
2.3.2.3: Lysyltransferase|unclassified	17.561	0
2.3.2.6: Leucyltransferase	114.026	0
2.3.2.6: Leucyltransferase|g__Escherichia.s__Escherichia_coli	25.07	0
2.3.2.6: Leucyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	79.103	0
2.3.2.6: Leucyltransferase|unclassified	9.853	0
2.3.3.13: 2-isopropylmalate synthase	173.853	0
2.3.3.13: 2-isopropylmalate synthase|g__Escherichia.s__Escherichia_coli	46.542	0
2.3.3.13: 2-isopropylmalate synthase|unclassified	127.31	0
2.3.3.16: Citrate synthase (unknown stereospecificity)	48.561	0
2.3.3.16: Citrate synthase (unknown stereospecificity)|g__Corynebacterium.s__Corynebacterium_glutamicum	18.361	0
2.3.3.16: Citrate synthase (unknown stereospecificity)|g__Escherichia.s__Escherichia_coli	15.547	0
2.3.3.16: Citrate synthase (unknown stereospecificity)|g__Staphylococcus.s__Staphylococcus_epidermidis	14.652	0
2.3.3.1: Citrate (Si)-synthase	49.272	0
2.3.3.1: Citrate (Si)-synthase|unclassified	49.272	0
2.3.3.5: 2-methylcitrate synthase	69.822	0
2.3.3.5: 2-methylcitrate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	18.361	0
2.3.3.5: 2-methylcitrate synthase|g__Escherichia.s__Escherichia_coli	34.933	0
2.3.3.5: 2-methylcitrate synthase|unclassified	16.527	0
2.3.3.9: Malate synthase	262.605	0
2.3.3.9: Malate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	8.243	0
2.3.3.9: Malate synthase|g__Escherichia.s__Escherichia_coli	185.073	0
2.3.3.9: Malate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.155	0
2.3.3.9: Malate synthase|g__Roseobacter.s__Roseobacter_denitrificans	14.123	0
2.3.3.9: Malate synthase|unclassified	45.011	0
2.4.1.129: Peptidoglycan glycosyltransferase	458.519	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	42.237	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Escherichia.s__Escherichia_coli	151.931	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.223	0
2.4.1.129: Peptidoglycan glycosyltransferase|unclassified	224.128	0
2.4.1.12: Cellulose synthase (UDP-forming)	63.119	0
2.4.1.12: Cellulose synthase (UDP-forming)|g__Escherichia.s__Escherichia_coli	24.532	0
2.4.1.12: Cellulose synthase (UDP-forming)|unclassified	38.587	0
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	67.067	0
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming)|g__Escherichia.s__Escherichia_coli	67.067	0
2.4.1.180: Lipopolysaccharide N-acetylmannosaminouronosyltransferase	33.686	0
2.4.1.180: Lipopolysaccharide N-acetylmannosaminouronosyltransferase|g__Escherichia.s__Escherichia_coli	33.686	0
2.4.1.18: 1,4-alpha-glucan branching enzyme	117.595	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|g__Corynebacterium.s__Corynebacterium_glutamicum	38.281	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|g__Roseobacter.s__Roseobacter_denitrificans	8.781	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|unclassified	70.534	0
2.4.1.1: Glycogen phosphorylase	133.971	0
2.4.1.1: Glycogen phosphorylase|g__Escherichia.s__Escherichia_coli	4.117	0
2.4.1.1: Glycogen phosphorylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.147	0
2.4.1.1: Glycogen phosphorylase|unclassified	101.707	0
2.4.1.227: acetylglucosaminyltransferase	117.398	0
2.4.1.227: acetylglucosaminyltransferase|g__Escherichia.s__Escherichia_coli	31.44	0
2.4.1.227: acetylglucosaminyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.995	0
2.4.1.227: acetylglucosaminyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	52.962	0
2.4.1.230: Kojibiose phosphorylase	19.59	0
2.4.1.230: Kojibiose phosphorylase|g__Escherichia.s__Escherichia_coli	19.59	0
2.4.1.243: 6(G)-fructosyltransferase	18.857	0
2.4.1.243: 6(G)-fructosyltransferase|unclassified	18.857	0
2.4.1.25: 4-alpha-glucanotransferase	7.058	0
2.4.1.25: 4-alpha-glucanotransferase|unclassified	7.058	0
2.4.1.346: NO_NAME	21.622	0
2.4.1.346: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	21.622	0
2.4.1.52: Poly(glycerol-phosphate) alpha-glucosyltransferase	19.609	0
2.4.1.52: Poly(glycerol-phosphate) alpha-glucosyltransferase|unclassified	19.609	0
2.4.1.7: Sucrose phosphorylase	14.524	0
2.4.1.7: Sucrose phosphorylase|unclassified	14.524	0
2.4.2.10: Orotate phosphoribosyltransferase	70.116	0
2.4.2.10: Orotate phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	55.746	0
2.4.2.10: Orotate phosphoribosyltransferase|unclassified	14.37	0
2.4.2.14: Amidophosphoribosyltransferase	89.635	0
2.4.2.14: Amidophosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	50.387	0
2.4.2.14: Amidophosphoribosyltransferase|unclassified	39.248	0
2.4.2.15: Guanosine phosphorylase	829.499	0
2.4.2.15: Guanosine phosphorylase|g__Escherichia.s__Escherichia_coli	829.499	0
2.4.2.17: ATP phosphoribosyltransferase	85.318	0
2.4.2.17: ATP phosphoribosyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	27.801	0
2.4.2.17: ATP phosphoribosyltransferase|unclassified	57.516	0
2.4.2.18: Anthranilate phosphoribosyltransferase	30.371	0
2.4.2.18: Anthranilate phosphoribosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.058	0
2.4.2.18: Anthranilate phosphoribosyltransferase|unclassified	13.313	0
2.4.2.1: Purine-nucleoside phosphorylase	152.746	0
2.4.2.1: Purine-nucleoside phosphorylase|g__Escherichia.s__Escherichia_coli	152.746	0
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	88.525	0
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	78.105	0
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	10.42	0
2.4.2.22: Xanthine phosphoribosyltransferase	119.26	0
2.4.2.22: Xanthine phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	66.107	0
2.4.2.22: Xanthine phosphoribosyltransferase|unclassified	53.154	0
2.4.2.29: tRNA-guanine(34) transglycosylase	27.384	0
2.4.2.29: tRNA-guanine(34) transglycosylase|g__Escherichia.s__Escherichia_coli	13.501	0
2.4.2.29: tRNA-guanine(34) transglycosylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.883	0
2.4.2.2: Pyrimidine-nucleoside phosphorylase	829.499	0
2.4.2.2: Pyrimidine-nucleoside phosphorylase|g__Escherichia.s__Escherichia_coli	829.499	0
2.4.2.3: Uridine phosphorylase	917.145	0
2.4.2.3: Uridine phosphorylase|g__Escherichia.s__Escherichia_coli	898.457	0
2.4.2.3: Uridine phosphorylase|unclassified	18.688	0
2.4.2.46: Galactan 5-O-arabinofuranosyltransferase	16.605	0
2.4.2.46: Galactan 5-O-arabinofuranosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	16.605	0
2.4.2.47: Arabinofuranan 3-O-arabinosyltransferase	24.105	0
2.4.2.47: Arabinofuranan 3-O-arabinosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	24.105	0
2.4.2.4: Thymidine phosphorylase	951.749	0
2.4.2.4: Thymidine phosphorylase|g__Chromobacterium.s__Chromobacterium_violaceum	3.414	0
2.4.2.4: Thymidine phosphorylase|g__Escherichia.s__Escherichia_coli	948.335	0
2.4.2.53: Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	645.212	0
2.4.2.53: Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase|g__Escherichia.s__Escherichia_coli	633.457	0
2.4.2.53: Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase|unclassified	11.755	0
2.4.2.7: Adenine phosphoribosyltransferase	25.254	0
2.4.2.7: Adenine phosphoribosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	14.319	0
2.4.2.7: Adenine phosphoribosyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	10.936	0
2.4.2.8: Hypoxanthine phosphoribosyltransferase	325.555	0
2.4.2.8: Hypoxanthine phosphoribosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	183.759	0
2.4.2.8: Hypoxanthine phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	50.078	0
2.4.2.8: Hypoxanthine phosphoribosyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	81.986	0
2.4.2.8: Hypoxanthine phosphoribosyltransferase|unclassified	9.732	0
2.4.2.9: Uracil phosphoribosyltransferase	211.257	0
2.4.2.9: Uracil phosphoribosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	42.026	0
2.4.2.9: Uracil phosphoribosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	83.595	0
2.4.2.9: Uracil phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	20.413	0
2.4.2.9: Uracil phosphoribosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.451	0
2.4.2.9: Uracil phosphoribosyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	11.639	0
2.4.2.9: Uracil phosphoribosyltransferase|unclassified	45.132	0
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase	85.422	0
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase|g__Escherichia.s__Escherichia_coli	81.192	0
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.23	0
2.5.1.101: N,N'-diacetyllegionaminate synthase	67.788	0
2.5.1.101: N,N'-diacetyllegionaminate synthase|g__Roseobacter.s__Roseobacter_denitrificans	67.788	0
2.5.1.10: (2E,6E)-farnesyl diphosphate synthase	95.886	0
2.5.1.10: (2E,6E)-farnesyl diphosphate synthase|g__Escherichia.s__Escherichia_coli	95.886	0
2.5.1.141: NO_NAME	117.963	0
2.5.1.141: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.764	0
2.5.1.141: NO_NAME|g__Escherichia.s__Escherichia_coli	74.345	0
2.5.1.141: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	28.854	0
2.5.1.15: Dihydropteroate synthase	114.505	0
2.5.1.15: Dihydropteroate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	25.075	0
2.5.1.15: Dihydropteroate synthase|g__Escherichia.s__Escherichia_coli	5.431	0
2.5.1.15: Dihydropteroate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.895	0
2.5.1.15: Dihydropteroate synthase|unclassified	25.104	0
2.5.1.16: Spermidine synthase	58.013	0
2.5.1.16: Spermidine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	46.669	0
2.5.1.16: Spermidine synthase|unclassified	11.344	0
2.5.1.17: Cob(I)yrinic acid a,c-diamide adenosyltransferase	141.957	0
2.5.1.17: Cob(I)yrinic acid a,c-diamide adenosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	45.153	0
2.5.1.17: Cob(I)yrinic acid a,c-diamide adenosyltransferase|unclassified	96.804	0
2.5.1.18: Glutathione transferase	125.154	0
2.5.1.18: Glutathione transferase|g__Escherichia.s__Escherichia_coli	87.863	0
2.5.1.18: Glutathione transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.291	0
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase	180.416	0
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	76.178	0
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase|g__Escherichia.s__Escherichia_coli	11.331	0
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase|unclassified	92.908	0
2.5.1.31: diphosphate specific)	30.781	0
2.5.1.31: diphosphate specific)|g__Escherichia.s__Escherichia_coli	30.781	0
2.5.1.3: Thiamine-phosphate diphosphorylase	206.511	0
2.5.1.3: Thiamine-phosphate diphosphorylase|g__Corynebacterium.s__Corynebacterium_glutamicum	65.299	0
2.5.1.3: Thiamine-phosphate diphosphorylase|g__Staphylococcus.s__Staphylococcus_epidermidis	111.952	0
2.5.1.3: Thiamine-phosphate diphosphorylase|unclassified	29.26	0
2.5.1.47: Cysteine synthase	118.366	0
2.5.1.47: Cysteine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	56.668	0
2.5.1.47: Cysteine synthase|g__Escherichia.s__Escherichia_coli	56.391	0
2.5.1.47: Cysteine synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	5.307	0
2.5.1.48: Cystathionine gamma-synthase	54.023	0
2.5.1.48: Cystathionine gamma-synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	37.575	0
2.5.1.48: Cystathionine gamma-synthase|unclassified	16.449	0
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase	40.271	0
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	4.97	0
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	17.259	0
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	18.043	0
2.5.1.54: 3-deoxy-7-phosphoheptulonate synthase	188.129	0
2.5.1.54: 3-deoxy-7-phosphoheptulonate synthase|g__Escherichia.s__Escherichia_coli	127.572	0
2.5.1.54: 3-deoxy-7-phosphoheptulonate synthase|unclassified	60.557	0
2.5.1.61: Hydroxymethylbilane synthase	169.523	0
2.5.1.61: Hydroxymethylbilane synthase|g__Escherichia.s__Escherichia_coli	118.132	0
2.5.1.61: Hydroxymethylbilane synthase|unclassified	51.39	0
2.5.1.64: Transferred entry: 2.2.1.9 and 4.2.99.20	26.194	0
2.5.1.64: Transferred entry: 2.2.1.9 and 4.2.99.20|unclassified	26.194	0
2.5.1.6: Methionine adenosyltransferase	240.849	0
2.5.1.6: Methionine adenosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	81.23	0
2.5.1.6: Methionine adenosyltransferase|g__Escherichia.s__Escherichia_coli	113.302	0
2.5.1.6: Methionine adenosyltransferase|unclassified	46.316	0
2.5.1.72: Quinolinate synthase	54.41	0
2.5.1.72: Quinolinate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	29.724	0
2.5.1.72: Quinolinate synthase|unclassified	24.686	0
2.5.1.74: 1,4-dihydroxy-2-naphthoate polyprenyltransferase	78.598	0
2.5.1.74: 1,4-dihydroxy-2-naphthoate polyprenyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	15.823	0
2.5.1.74: 1,4-dihydroxy-2-naphthoate polyprenyltransferase|unclassified	62.775	0
2.5.1.75: tRNA dimethylallyltransferase	629.334	0
2.5.1.75: tRNA dimethylallyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	74.226	0
2.5.1.75: tRNA dimethylallyltransferase|g__Escherichia.s__Escherichia_coli	520.79	0
2.5.1.75: tRNA dimethylallyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.195	0
2.5.1.75: tRNA dimethylallyltransferase|unclassified	25.123	0
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase	262.393	0
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	64.203	0
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase|g__Escherichia.s__Escherichia_coli	170.158	0
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.032	0
2.5.1.7: UDP-N-acetylglucosamine 1-carboxyvinyltransferase	24.931	0
2.5.1.7: UDP-N-acetylglucosamine 1-carboxyvinyltransferase|unclassified	24.931	0
2.5.1.86: Trans,polycis-decaprenyl diphosphate synthase	17.816	0
2.5.1.86: Trans,polycis-decaprenyl diphosphate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	17.816	0
2.5.1.87: diphosphate specific)	17.816	0
2.5.1.87: diphosphate specific)|g__Corynebacterium.s__Corynebacterium_glutamicum	17.816	0
