# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF00814: Glycoprotease family|g__Corynebacterium.s__Corynebacterium_glutamicum	79.991	0
PF00814: Glycoprotease family|g__Escherichia.s__Escherichia_coli	50.285	0
PF00814: Glycoprotease family|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.86	0
PF00814: Glycoprotease family|g__Roseobacter.s__Roseobacter_denitrificans	35.907	0
PF00814: Glycoprotease family|unclassified	7.908	0
PF00815: Histidinol dehydrogenase	19.578	0
PF00815: Histidinol dehydrogenase|unclassified	19.578	0
PF00816: H-NS histone family	113.235	0
PF00816: H-NS histone family|g__Escherichia.s__Escherichia_coli	113.235	0
PF00817: impB/mucB/samB family	150.916	0
PF00817: impB/mucB/samB family|g__Escherichia.s__Escherichia_coli	102.961	0
PF00817: impB/mucB/samB family|g__Staphylococcus.s__Staphylococcus_epidermidis	41.92	0
PF00817: impB/mucB/samB family|unclassified	6.036	0
PF00828: Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	1529.538	0
PF00828: Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A|g__Chromobacterium.s__Chromobacterium_violaceum	331.715	0
PF00828: Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A|g__Escherichia.s__Escherichia_coli	289.066	0
PF00828: Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A|g__Polaromonas.s__Polaromonas_naphthalenivorans	824.236	0
PF00828: Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A|unclassified	84.522	0
PF00829: Ribosomal prokaryotic L21 protein	14.338	0
PF00829: Ribosomal prokaryotic L21 protein|unclassified	14.338	0
PF00830: Ribosomal L28 family	2153.513	0
PF00830: Ribosomal L28 family|g__Escherichia.s__Escherichia_coli	2092.35	0
PF00830: Ribosomal L28 family|unclassified	61.163	0
PF00834: Ribulose-phosphate 3 epimerase family	179.26	0
PF00834: Ribulose-phosphate 3 epimerase family|g__Escherichia.s__Escherichia_coli	79.872	0
PF00834: Ribulose-phosphate 3 epimerase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.559	0
PF00834: Ribulose-phosphate 3 epimerase family|g__Roseobacter.s__Roseobacter_denitrificans	23.005	0
PF00834: Ribulose-phosphate 3 epimerase family|unclassified	47.825	0
PF00842: Alanine racemase, C-terminal domain	728.399	0
PF00842: Alanine racemase, C-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	11.734	0
PF00842: Alanine racemase, C-terminal domain|g__Escherichia.s__Escherichia_coli	656.099	0
PF00842: Alanine racemase, C-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.04	0
PF00842: Alanine racemase, C-terminal domain|unclassified	36.527	0
PF00848: Ring hydroxylating alpha subunit (catalytic domain)	208.361	0
PF00848: Ring hydroxylating alpha subunit (catalytic domain)|g__Corynebacterium.s__Corynebacterium_glutamicum	4.262	0
PF00848: Ring hydroxylating alpha subunit (catalytic domain)|g__Escherichia.s__Escherichia_coli	110.867	0
PF00848: Ring hydroxylating alpha subunit (catalytic domain)|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.952	0
PF00848: Ring hydroxylating alpha subunit (catalytic domain)|unclassified	79.281	0
PF00849: RNA pseudouridylate synthase	620.773	0
PF00849: RNA pseudouridylate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	6.21	0
PF00849: RNA pseudouridylate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	50.028	0
PF00849: RNA pseudouridylate synthase|g__Escherichia.s__Escherichia_coli	405.68	0
PF00849: RNA pseudouridylate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	87.968	0
PF00849: RNA pseudouridylate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	7.211	0
PF00849: RNA pseudouridylate synthase|unclassified	63.676	0
PF00850: Histone deacetylase domain	24.406	0
PF00850: Histone deacetylase domain|g__Chromobacterium.s__Chromobacterium_violaceum	13.898	0
PF00850: Histone deacetylase domain|g__Roseobacter.s__Roseobacter_denitrificans	10.508	0
PF00854: POT family	255.875	0
PF00854: POT family|g__Escherichia.s__Escherichia_coli	141.39	0
PF00854: POT family|g__Staphylococcus.s__Staphylococcus_epidermidis	67.467	0
PF00854: POT family|unclassified	47.018	0
PF00856: SET domain	17.93	0
PF00856: SET domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.93	0
PF00857: Isochorismatase family	150.019	0
PF00857: Isochorismatase family|g__Escherichia.s__Escherichia_coli	46.927	0
PF00857: Isochorismatase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	46.552	0
PF00857: Isochorismatase family|unclassified	56.541	0
PF00860: Permease family	502.149	0
PF00860: Permease family|g__Corynebacterium.s__Corynebacterium_glutamicum	21.074	0
PF00860: Permease family|g__Escherichia.s__Escherichia_coli	366.773	0
PF00860: Permease family|unclassified	114.301	0
PF00861: Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	52.544	0
PF00861: Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.614	0
PF00861: Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast|unclassified	17.931	0
PF00866: Ring hydroxylating beta subunit	29.486	0
PF00866: Ring hydroxylating beta subunit|g__Corynebacterium.s__Corynebacterium_glutamicum	29.486	0
PF00871: Acetokinase family	233.555	0
PF00871: Acetokinase family|g__Corynebacterium.s__Corynebacterium_glutamicum	23.828	0
PF00871: Acetokinase family|g__Escherichia.s__Escherichia_coli	30.931	0
PF00871: Acetokinase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	70.062	0
PF00871: Acetokinase family|unclassified	108.734	0
PF00872: Transposase, Mutator family	111.552	0
PF00872: Transposase, Mutator family|g__Corynebacterium.s__Corynebacterium_glutamicum	39.043	0
PF00872: Transposase, Mutator family|g__Staphylococcus.s__Staphylococcus_epidermidis	45.754	0
PF00872: Transposase, Mutator family|unclassified	26.755	0
PF00873: AcrB/AcrD/AcrF family	1158.446	0
PF00873: AcrB/AcrD/AcrF family|g__Chromobacterium.s__Chromobacterium_violaceum	14.235	0
PF00873: AcrB/AcrD/AcrF family|g__Escherichia.s__Escherichia_coli	502.247	0
PF00873: AcrB/AcrD/AcrF family|g__Polaromonas.s__Polaromonas_naphthalenivorans	66.038	0
PF00873: AcrB/AcrD/AcrF family|g__Staphylococcus.s__Staphylococcus_epidermidis	5.854	0
PF00873: AcrB/AcrD/AcrF family|unclassified	570.072	0
PF00874: PRD domain	167.306	0
PF00874: PRD domain|g__Escherichia.s__Escherichia_coli	153.495	0
PF00874: PRD domain|g__Staphylococcus.s__Staphylococcus_epidermidis	13.811	0
PF00875: DNA photolyase	489.519	0
PF00875: DNA photolyase|g__Escherichia.s__Escherichia_coli	489.519	0
PF00877: NlpC/P60 family	148.998	0
PF00877: NlpC/P60 family|g__Escherichia.s__Escherichia_coli	140.053	0
PF00877: NlpC/P60 family|unclassified	8.945	0
PF00881: Nitroreductase family	349.645	0
PF00881: Nitroreductase family|g__Escherichia.s__Escherichia_coli	190.628	0
PF00881: Nitroreductase family|unclassified	159.017	0
PF00883: Cytosol aminopeptidase family, catalytic domain	441.403	0
PF00883: Cytosol aminopeptidase family, catalytic domain|g__Escherichia.s__Escherichia_coli	373.898	0
PF00883: Cytosol aminopeptidase family, catalytic domain|unclassified	67.505	0
PF00884: Sulfatase	283.086	0
PF00884: Sulfatase|g__Escherichia.s__Escherichia_coli	90.429	0
PF00884: Sulfatase|unclassified	192.656	0
PF00885: 6,7-dimethyl-8-ribityllumazine synthase	262.393	0
PF00885: 6,7-dimethyl-8-ribityllumazine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	64.203	0
PF00885: 6,7-dimethyl-8-ribityllumazine synthase|g__Escherichia.s__Escherichia_coli	170.158	0
PF00885: 6,7-dimethyl-8-ribityllumazine synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.032	0
PF00886: Ribosomal protein S16	20.518	0
PF00886: Ribosomal protein S16|unclassified	20.518	0
PF00889: Elongation factor TS	43.197	0
PF00889: Elongation factor TS|g__Corynebacterium.s__Corynebacterium_glutamicum	10.207	0
PF00889: Elongation factor TS|g__Roseobacter.s__Roseobacter_denitrificans	10.168	0
PF00889: Elongation factor TS|g__Staphylococcus.s__Staphylococcus_epidermidis	22.823	0
PF00890: FAD binding domain	347.115	0
PF00890: FAD binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	33.433	0
PF00890: FAD binding domain|g__Escherichia.s__Escherichia_coli	157.999	0
PF00890: FAD binding domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.769	0
PF00890: FAD binding domain|g__Roseobacter.s__Roseobacter_denitrificans	7.834	0
PF00890: FAD binding domain|unclassified	129.08	0
PF00892: EamA-like transporter family	1177.143	0
PF00892: EamA-like transporter family|g__Chromobacterium.s__Chromobacterium_violaceum	114.184	0
PF00892: EamA-like transporter family|g__Corynebacterium.s__Corynebacterium_glutamicum	135.438	0
PF00892: EamA-like transporter family|g__Escherichia.s__Escherichia_coli	475.851	0
PF00892: EamA-like transporter family|g__Polaromonas.s__Polaromonas_naphthalenivorans	154.066	0
PF00892: EamA-like transporter family|g__Roseobacter.s__Roseobacter_denitrificans	42.053	0
PF00892: EamA-like transporter family|unclassified	255.551	0
PF00893: Small Multidrug Resistance protein	157.284	0
PF00893: Small Multidrug Resistance protein|g__Escherichia.s__Escherichia_coli	157.284	0
PF00899: ThiF family	272.427	0
PF00899: ThiF family|g__Corynebacterium.s__Corynebacterium_glutamicum	11.323	0
PF00899: ThiF family|g__Escherichia.s__Escherichia_coli	178.094	0
PF00899: ThiF family|g__Roseobacter.s__Roseobacter_denitrificans	35.716	0
PF00899: ThiF family|unclassified	47.294	0
PF00902: Sec-independent protein translocase protein (TatC)	20.665	0
PF00902: Sec-independent protein translocase protein (TatC)|g__Chromobacterium.s__Chromobacterium_violaceum	11.639	0
PF00902: Sec-independent protein translocase protein (TatC)|unclassified	9.026	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	446.991	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|g__Chromobacterium.s__Chromobacterium_violaceum	59.207	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|g__Corynebacterium.s__Corynebacterium_glutamicum	20.246	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|g__Escherichia.s__Escherichia_coli	279.419	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.559	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|g__Roseobacter.s__Roseobacter_denitrificans	4.289	0
PF00903: Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily|unclassified	39.27	0
PF00905: Penicillin binding protein transpeptidase domain	404.525	0
PF00905: Penicillin binding protein transpeptidase domain|g__Chromobacterium.s__Chromobacterium_violaceum	4.156	0
PF00905: Penicillin binding protein transpeptidase domain|g__Escherichia.s__Escherichia_coli	76.777	0
PF00905: Penicillin binding protein transpeptidase domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.268	0
PF00905: Penicillin binding protein transpeptidase domain|unclassified	302.323	0
PF00909: Ammonium Transporter Family	231.905	0
PF00909: Ammonium Transporter Family|g__Corynebacterium.s__Corynebacterium_glutamicum	12.238	0
PF00909: Ammonium Transporter Family|g__Escherichia.s__Escherichia_coli	10.881	0
PF00909: Ammonium Transporter Family|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.524	0
PF00909: Ammonium Transporter Family|g__Roseobacter.s__Roseobacter_denitrificans	52.032	0
PF00909: Ammonium Transporter Family|unclassified	120.23	0
PF00912: Transglycosylase	367.538	0
PF00912: Transglycosylase|g__Chromobacterium.s__Chromobacterium_violaceum	4.156	0
PF00912: Transglycosylase|g__Escherichia.s__Escherichia_coli	95.621	0
PF00912: Transglycosylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.223	0
PF00912: Transglycosylase|unclassified	227.537	0
PF00916: Sulfate permease family	55.629	0
PF00916: Sulfate permease family|g__Escherichia.s__Escherichia_coli	40.753	0
PF00916: Sulfate permease family|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.876	0
PF00919: Uncharacterized protein family UPF0004	231.019	0
PF00919: Uncharacterized protein family UPF0004|g__Chromobacterium.s__Chromobacterium_violaceum	14.48	0
PF00919: Uncharacterized protein family UPF0004|g__Corynebacterium.s__Corynebacterium_glutamicum	39.226	0
PF00919: Uncharacterized protein family UPF0004|g__Escherichia.s__Escherichia_coli	60.674	0
PF00919: Uncharacterized protein family UPF0004|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.936	0
PF00919: Uncharacterized protein family UPF0004|g__Roseobacter.s__Roseobacter_denitrificans	70.66	0
PF00919: Uncharacterized protein family UPF0004|unclassified	39.042	0
PF00920: Dehydratase family	144.529	0
PF00920: Dehydratase family|g__Chromobacterium.s__Chromobacterium_violaceum	23.308	0
PF00920: Dehydratase family|g__Corynebacterium.s__Corynebacterium_glutamicum	15.56	0
PF00920: Dehydratase family|g__Escherichia.s__Escherichia_coli	41.36	0
PF00920: Dehydratase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.507	0
PF00920: Dehydratase family|g__Roseobacter.s__Roseobacter_denitrificans	5.11	0
PF00920: Dehydratase family|unclassified	34.683	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase	417.139	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|g__Chromobacterium.s__Chromobacterium_violaceum	44.584	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|g__Escherichia.s__Escherichia_coli	85.117	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.28	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|g__Roseobacter.s__Roseobacter_denitrificans	59.128	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|g__Staphylococcus.s__Staphylococcus_epidermidis	67.467	0
PF00923: Transaldolase/Fructose-6-phosphate aldolase|unclassified	127.562	0
PF00924: Mechanosensitive ion channel	337.259	0
PF00924: Mechanosensitive ion channel|g__Chromobacterium.s__Chromobacterium_violaceum	77.967	0
PF00924: Mechanosensitive ion channel|g__Escherichia.s__Escherichia_coli	169.009	0
PF00924: Mechanosensitive ion channel|unclassified	90.283	0
PF00925: GTP cyclohydrolase II	193.127	0
PF00925: GTP cyclohydrolase II|g__Chromobacterium.s__Chromobacterium_violaceum	5.606	0
PF00925: GTP cyclohydrolase II|g__Polaromonas.s__Polaromonas_naphthalenivorans	82.34	0
PF00925: GTP cyclohydrolase II|unclassified	105.18	0
PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase	258.949	0
PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	5.606	0
PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase|g__Escherichia.s__Escherichia_coli	23.766	0
PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	82.34	0
PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase|unclassified	147.236	0
PF00929: Exonuclease	301.066	0
PF00929: Exonuclease|g__Chromobacterium.s__Chromobacterium_violaceum	30.848	0
PF00929: Exonuclease|g__Corynebacterium.s__Corynebacterium_glutamicum	37.681	0
PF00929: Exonuclease|g__Escherichia.s__Escherichia_coli	96.813	0
PF00929: Exonuclease|g__Polaromonas.s__Polaromonas_naphthalenivorans	56.043	0
PF00929: Exonuclease|g__Staphylococcus.s__Staphylococcus_epidermidis	47.023	0
PF00929: Exonuclease|unclassified	32.658	0
PF00932: Lamin Tail Domain	25.004	0
PF00932: Lamin Tail Domain|g__Corynebacterium.s__Corynebacterium_glutamicum	25.004	0
PF00933: Glycosyl hydrolase family 3 N terminal domain	84.321	0
PF00933: Glycosyl hydrolase family 3 N terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	5.077	0
PF00933: Glycosyl hydrolase family 3 N terminal domain|g__Escherichia.s__Escherichia_coli	47.311	0
PF00933: Glycosyl hydrolase family 3 N terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.569	0
PF00933: Glycosyl hydrolase family 3 N terminal domain|unclassified	25.364	0
PF00936: BMC domain	125.079	0
PF00936: BMC domain|g__Escherichia.s__Escherichia_coli	63.84	0
PF00936: BMC domain|g__Staphylococcus.s__Staphylococcus_epidermidis	61.24	0
PF00939: Sodium:sulfate symporter transmembrane region	165.343	0
PF00939: Sodium:sulfate symporter transmembrane region|g__Staphylococcus.s__Staphylococcus_epidermidis	72.852	0
PF00939: Sodium:sulfate symporter transmembrane region|unclassified	92.491	0
PF00941: FAD binding domain in molybdopterin dehydrogenase	127.394	0
PF00941: FAD binding domain in molybdopterin dehydrogenase|g__Escherichia.s__Escherichia_coli	70.029	0
PF00941: FAD binding domain in molybdopterin dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	57.365	0
PF00942: Cellulose binding domain	13.821	0
PF00942: Cellulose binding domain|unclassified	13.821	0
PF00950: ABC 3 transport family	214.02	0
PF00950: ABC 3 transport family|g__Escherichia.s__Escherichia_coli	185.56	0
PF00950: ABC 3 transport family|g__Roseobacter.s__Roseobacter_denitrificans	13.035	0
PF00950: ABC 3 transport family|unclassified	15.425	0
PF00953: Glycosyl transferase family 4	97.102	0
PF00953: Glycosyl transferase family 4|g__Chromobacterium.s__Chromobacterium_violaceum	29.913	0
PF00953: Glycosyl transferase family 4|g__Escherichia.s__Escherichia_coli	36.686	0
PF00953: Glycosyl transferase family 4|g__Staphylococcus.s__Staphylococcus_epidermidis	8.124	0
PF00953: Glycosyl transferase family 4|unclassified	22.38	0
PF00958: GMP synthase C terminal domain	58.792	0
PF00958: GMP synthase C terminal domain|g__Escherichia.s__Escherichia_coli	42.075	0
PF00958: GMP synthase C terminal domain|unclassified	16.717	0
PF00959: Phage lysozyme	255.69	0
PF00959: Phage lysozyme|g__Chromobacterium.s__Chromobacterium_violaceum	60.312	0
PF00959: Phage lysozyme|g__Escherichia.s__Escherichia_coli	195.378	0
PF00962: Adenosine/AMP deaminase	60.673	0
PF00962: Adenosine/AMP deaminase|g__Polaromonas.s__Polaromonas_naphthalenivorans	60.673	0
PF00970: Oxidoreductase FAD-binding domain	306.062	0
PF00970: Oxidoreductase FAD-binding domain|g__Corynebacterium.s__Corynebacterium_glutamicum	40.947	0
PF00970: Oxidoreductase FAD-binding domain|g__Escherichia.s__Escherichia_coli	144.679	0
PF00970: Oxidoreductase FAD-binding domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.426	0
PF00970: Oxidoreductase FAD-binding domain|g__Staphylococcus.s__Staphylococcus_epidermidis	20.705	0
PF00970: Oxidoreductase FAD-binding domain|unclassified	64.305	0
PF00975: Thioesterase domain	94.278	0
PF00975: Thioesterase domain|g__Roseobacter.s__Roseobacter_denitrificans	56.187	0
PF00975: Thioesterase domain|unclassified	38.091	0
PF00977: Histidine biosynthesis protein	210.071	0
PF00977: Histidine biosynthesis protein|unclassified	210.071	0
PF00982: Glycosyltransferase family 20	67.067	0
PF00982: Glycosyltransferase family 20|g__Escherichia.s__Escherichia_coli	67.067	0
