# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
COG0704: Plays a role in the regulation of phosphate uptake|g__Staphylococcus.s__Staphylococcus_epidermidis	17.566	0
COG0706: Required for the insertion and[...] as at least some lipoproteins	67.373	0
COG0706: Required for the insertion and[...] as at least some lipoproteins|g__Chromobacterium.s__Chromobacterium_violaceum	24.833	0
COG0706: Required for the insertion and[...] as at least some lipoproteins|g__Escherichia.s__Escherichia_coli	6.062	0
COG0706: Required for the insertion and[...] as at least some lipoproteins|g__Roseobacter.s__Roseobacter_denitrificans	15.078	0
COG0706: Required for the insertion and[...] as at least some lipoproteins|g__Staphylococcus.s__Staphylococcus_epidermidis	21.401	0
COG0707: Cell wall formation. Catalyzes[...]termediate II) (By similarity)	90.73	0
COG0707: Cell wall formation. Catalyzes[...]termediate II) (By similarity)|g__Escherichia.s__Escherichia_coli	4.773	0
COG0707: Cell wall formation. Catalyzes[...]termediate II) (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.995	0
COG0707: Cell wall formation. Catalyzes[...]termediate II) (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	52.962	0
COG0712: F(1)F(0) ATP synthase produces[...] translocation (By similarity)	83.261	0
COG0712: F(1)F(0) ATP synthase produces[...] translocation (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	11.027	0
COG0712: F(1)F(0) ATP synthase produces[...] translocation (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	72.234	0
COG0713: NDH-1 shuttles electrons from [...]roton gradient (By similarity)	65.572	0
COG0713: NDH-1 shuttles electrons from [...]roton gradient (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	65.572	0
COG0714: ATPase activity	60.329	0
COG0714: ATPase activity|g__Escherichia.s__Escherichia_coli	6.559	0
COG0714: ATPase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.886	0
COG0714: ATPase activity|g__Roseobacter.s__Roseobacter_denitrificans	6.747	0
COG0714: ATPase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	13.137	0
COG0716: Low-potential electron donor t[...] redox enzymes (By similarity)	335.928	0
COG0716: Low-potential electron donor t[...] redox enzymes (By similarity)|g__Escherichia.s__Escherichia_coli	324.84	0
COG0716: Low-potential electron donor t[...] redox enzymes (By similarity)|unclassified	11.088	0
COG0718: Binds to DNA and alters its co[...]DNA protection (By similarity)	265.498	0
COG0718: Binds to DNA and alters its co[...]DNA protection (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	139.861	0
COG0718: Binds to DNA and alters its co[...]DNA protection (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	33.45	0
COG0718: Binds to DNA and alters its co[...]DNA protection (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	92.187	0
COG0719: Fe-S assembly protein	21.372	0
COG0719: Fe-S assembly protein|g__Escherichia.s__Escherichia_coli	21.372	0
COG0720: 6-pyruvoyltetrahydropterin synthase activity	37.761	0
COG0720: 6-pyruvoyltetrahydropterin synthase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	37.761	0
COG0722: Stereospecific condensation of[...]osphate (DAHP) (By similarity)	51.152	0
COG0722: Stereospecific condensation of[...]osphate (DAHP) (By similarity)|g__Escherichia.s__Escherichia_coli	51.152	0
COG0723: Component of the ubiquinol-cyt[...] ATP synthesis (By similarity)	19.706	0
COG0723: Component of the ubiquinol-cyt[...] ATP synthesis (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.706	0
COG0724: Rna-binding protein	29.706	0
COG0724: Rna-binding protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.706	0
COG0727: Fe-S-cluster oxidoreductase	561.558	0
COG0727: Fe-S-cluster oxidoreductase|g__Escherichia.s__Escherichia_coli	561.558	0
COG0728: Integral membrane protein (MviN	12.403	0
COG0728: Integral membrane protein (MviN|g__Escherichia.s__Escherichia_coli	6.423	0
COG0728: Integral membrane protein (MviN|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.979	0
COG0735: Ferric uptake regulator, Fur family	139.141	0
COG0735: Ferric uptake regulator, Fur family|g__Chromobacterium.s__Chromobacterium_violaceum	23.836	0
COG0735: Ferric uptake regulator, Fur family|g__Escherichia.s__Escherichia_coli	74.284	0
COG0735: Ferric uptake regulator, Fur family|g__Roseobacter.s__Roseobacter_denitrificans	41.022	0
COG0736: Transfers the 4'-phosphopantet[...]arrier-protein (By similarity)	555.056	0
COG0736: Transfers the 4'-phosphopantet[...]arrier-protein (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	159.223	0
COG0736: Transfers the 4'-phosphopantet[...]arrier-protein (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	395.833	0
COG0739: peptidase'	44.025	0
COG0739: peptidase'|g__Escherichia.s__Escherichia_coli	44.025	0
COG0740: Cleaves peptides in various pr[...]olded proteins (By similarity)	69.896	0
COG0740: Cleaves peptides in various pr[...]olded proteins (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	16.051	0
COG0740: Cleaves peptides in various pr[...]olded proteins (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	53.846	0
COG0741: transglycosylase	94.016	0
COG0741: transglycosylase|g__Escherichia.s__Escherichia_coli	29.281	0
COG0741: transglycosylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	64.735	0
COG0742: Methyltransferase	176.019	0
COG0742: Methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	176.019	0
COG0743: Catalyzes the NADP-dependent r[...]hosphate (MEP) (By similarity)	31.307	0
COG0743: Catalyzes the NADP-dependent r[...]hosphate (MEP) (By similarity)|g__Escherichia.s__Escherichia_coli	31.307	0
COG0744: penicillin-binding protein	31.279	0
COG0744: penicillin-binding protein|g__Escherichia.s__Escherichia_coli	12.324	0
COG0744: penicillin-binding protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.955	0
COG0745: regulatoR	251.18	0
COG0745: regulatoR|g__Escherichia.s__Escherichia_coli	126.896	0
COG0745: regulatoR|g__Polaromonas.s__Polaromonas_naphthalenivorans	48.272	0
COG0745: regulatoR|g__Roseobacter.s__Roseobacter_denitrificans	21.259	0
COG0745: regulatoR|unclassified	54.753	0
COG0746: Transfers a GMP moiety from GT[...]-MGD) cofactor (By similarity)	17.691	0
COG0746: Transfers a GMP moiety from GT[...]-MGD) cofactor (By similarity)|g__Escherichia.s__Escherichia_coli	17.691	0
COG0747: Extracellular solute-binding protein, family 5	13.455	0
COG0747: Extracellular solute-binding protein, family 5|g__Escherichia.s__Escherichia_coli	13.455	0
COG0749: DNA polymerase	30.5	0
COG0749: DNA polymerase|g__Chromobacterium.s__Chromobacterium_violaceum	11.281	0
COG0749: DNA polymerase|g__Escherichia.s__Escherichia_coli	8.785	0
COG0749: DNA polymerase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.434	0
COG0750: Membrane-associated zinc metalloprotease	14.271	0
COG0750: Membrane-associated zinc metalloprotease|g__Escherichia.s__Escherichia_coli	14.271	0
COG0751: Glycyl-tRNA synthetase beta subunit	13.648	0
COG0751: Glycyl-tRNA synthetase beta subunit|g__Escherichia.s__Escherichia_coli	13.648	0
COG0752: glycyl-tRNA synthetase, alpha subunit	72.121	0
COG0752: glycyl-tRNA synthetase, alpha subunit|g__Chromobacterium.s__Chromobacterium_violaceum	14.237	0
COG0752: glycyl-tRNA synthetase, alpha subunit|g__Escherichia.s__Escherichia_coli	5.11	0
COG0752: glycyl-tRNA synthetase, alpha subunit|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.694	0
COG0752: glycyl-tRNA synthetase, alpha subunit|g__Roseobacter.s__Roseobacter_denitrificans	17.08	0
COG0753: Catalase	49.386	0
COG0753: Catalase|g__Escherichia.s__Escherichia_coli	19.823	0
COG0753: Catalase|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.563	0
COG0755: cytochrome c	21.347	0
COG0755: cytochrome c|g__Chromobacterium.s__Chromobacterium_violaceum	21.347	0
COG0760: peptidyl-prolyl cis-trans isomerase	28.671	0
COG0760: peptidyl-prolyl cis-trans isomerase|unclassified	28.671	0
COG0761: Converts 1-hydroxy-2-methyl-2-[...]sphate (DMAPP) (By similarity)	79.371	0
COG0761: Converts 1-hydroxy-2-methyl-2-[...]sphate (DMAPP) (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	8.293	0
COG0761: Converts 1-hydroxy-2-methyl-2-[...]sphate (DMAPP) (By similarity)|g__Escherichia.s__Escherichia_coli	5.084	0
COG0761: Converts 1-hydroxy-2-methyl-2-[...]sphate (DMAPP) (By similarity)|unclassified	65.994	0
COG0764: Involved in unsaturated fatty [...]droxyacyl-ACPs (By similarity)	37.91	0
COG0764: Involved in unsaturated fatty [...]droxyacyl-ACPs (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
COG0765: amino acid AbC transporter	290.638	0
COG0765: amino acid AbC transporter|g__Escherichia.s__Escherichia_coli	26.378	0
COG0765: amino acid AbC transporter|g__Polaromonas.s__Polaromonas_naphthalenivorans	219.604	0
COG0765: amino acid AbC transporter|unclassified	44.655	0
COG0766: Cell wall formation. Adds enol[...]tylglucosamine (By similarity)	15.914	0
COG0766: Cell wall formation. Adds enol[...]tylglucosamine (By similarity)|unclassified	15.914	0
COG0767: ABC transporter (permease)	33.82	0
COG0767: ABC transporter (permease)|g__Escherichia.s__Escherichia_coli	33.82	0
COG0769: Catalyzes the addition of meso[...] peptidoglycan (By similarity)	61.074	0
COG0769: Catalyzes the addition of meso[...] peptidoglycan (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	23.151	0
COG0769: Catalyzes the addition of meso[...] peptidoglycan (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	9.656	0
COG0769: Catalyzes the addition of meso[...] peptidoglycan (By similarity)|g__Escherichia.s__Escherichia_coli	28.267	0
COG0771: Cell wall formation. Catalyzes[...]-alanine (UMA) (By similarity)	30.013	0
COG0771: Cell wall formation. Catalyzes[...]-alanine (UMA) (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	16.907	0
COG0771: Cell wall formation. Catalyzes[...]-alanine (UMA) (By similarity)|unclassified	13.106	0
COG0772: Cell Division Protein	54.143	0
COG0772: Cell Division Protein|g__Chromobacterium.s__Chromobacterium_violaceum	38.081	0
COG0772: Cell Division Protein|g__Escherichia.s__Escherichia_coli	16.062	0
COG0775: Catalyzes the irreversible cle[...], respectively (By similarity)	123.195	0
COG0775: Catalyzes the irreversible cle[...], respectively (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	24.648	0
COG0775: Catalyzes the irreversible cle[...], respectively (By similarity)|g__Escherichia.s__Escherichia_coli	98.548	0
COG0776: This protein is one of the two[...]tional control (By similarity)	337.955	0
COG0776: This protein is one of the two[...]tional control (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	173.068	0
COG0776: This protein is one of the two[...]tional control (By similarity)|g__Escherichia.s__Escherichia_coli	164.887	0
COG0777: Component of the acetyl coenzy[...]m malonyl- CoA (By similarity)	91.515	0
COG0777: Component of the acetyl coenzy[...]m malonyl- CoA (By similarity)|g__Escherichia.s__Escherichia_coli	91.515	0
COG0778: nitroreductase	91.503	0
COG0778: nitroreductase|unclassified	91.503	0
COG0779: Required for maturation of 30S[...]somal subunits (By similarity)	38.96	0
COG0779: Required for maturation of 30S[...]somal subunits (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.688	0
COG0779: Required for maturation of 30S[...]somal subunits (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	24.272	0
COG0780: Catalyzes the NADPH-dependent [...]uanine (preQ1) (By similarity)	35.605	0
COG0780: Catalyzes the NADPH-dependent [...]uanine (preQ1) (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	35.605	0
COG0781: DNA-dependent transcription, termination	207.794	0
COG0781: DNA-dependent transcription, termination|g__Escherichia.s__Escherichia_coli	24.571	0
COG0781: DNA-dependent transcription, termination|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.0	0
COG0781: DNA-dependent transcription, termination|g__Staphylococcus.s__Staphylococcus_epidermidis	159.223	0
COG0782: Necessary for efficient RNA po[...] 3 nucleotides (By similarity)	48.591	0
COG0782: Necessary for efficient RNA po[...] 3 nucleotides (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	16.725	0
COG0782: Necessary for efficient RNA po[...] 3 nucleotides (By similarity)|g__Escherichia.s__Escherichia_coli	31.866	0
COG0784: response regulator	92.556	0
COG0784: response regulator|g__Chromobacterium.s__Chromobacterium_violaceum	27.079	0
COG0784: response regulator|g__Escherichia.s__Escherichia_coli	52.507	0
COG0784: response regulator|unclassified	12.97	0
COG0786: Sodium Glutamate Symporter	9.574	0
COG0786: Sodium Glutamate Symporter|g__Chromobacterium.s__Chromobacterium_violaceum	9.574	0
COG0787: Catalyzes the interconversion [...]er amino acids (By similarity)	67.541	0
COG0787: Catalyzes the interconversion [...]er amino acids (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	11.734	0
COG0787: Catalyzes the interconversion [...]er amino acids (By similarity)|g__Escherichia.s__Escherichia_coli	31.767	0
COG0787: Catalyzes the interconversion [...]er amino acids (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.04	0
COG0788: formyltetrahydrofolate deformylase	16.396	0
COG0788: formyltetrahydrofolate deformylase|unclassified	16.396	0
COG0789: Transcriptional regulator	183.317	0
COG0789: Transcriptional regulator|g__Escherichia.s__Escherichia_coli	183.317	0
COG0790: Sel1 domain protein repeat-containing protein	46.081	0
COG0790: Sel1 domain protein repeat-containing protein|g__Escherichia.s__Escherichia_coli	46.081	0
COG0791: NLP P60 protein	61.136	0
COG0791: NLP P60 protein|g__Escherichia.s__Escherichia_coli	61.136	0
COG0793: protease	15.12	0
COG0793: protease|g__Escherichia.s__Escherichia_coli	15.12	0
COG0795: Permease yjgp yjgq family	49.535	0
COG0795: Permease yjgp yjgq family|g__Escherichia.s__Escherichia_coli	49.535	0
COG0796: Provides the (R)-glutamate req[...]l biosynthesis (By similarity)	25.489	0
COG0796: Provides the (R)-glutamate req[...]l biosynthesis (By similarity)|unclassified	25.489	0
COG0797: rare lipoprotein A	38.396	0
COG0797: rare lipoprotein A|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.396	0
COG0800: Aldolase	31.343	0
COG0800: Aldolase|g__Escherichia.s__Escherichia_coli	31.343	0
COG0801: 2-Amino-4-hydroxy-6-hydroxymet[...]dropteridine pyrophosphokinase	45.524	0
COG0801: 2-Amino-4-hydroxy-6-hydroxymet[...]dropteridine pyrophosphokinase|g__Escherichia.s__Escherichia_coli	45.524	0
COG0805: Part of the twin-arginine tran[...]ignal peptides (By similarity)	11.639	0
COG0805: Part of the twin-arginine tran[...]ignal peptides (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	11.639	0
COG0806: An accessory protein needed du[...] 70S ribosomes (By similarity)	23.415	0
COG0806: An accessory protein needed du[...] 70S ribosomes (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	23.415	0
COG0807: Catalyzes the conversion of D-[...]ne 4-phosphate (By similarity)	22.216	0
COG0807: Catalyzes the conversion of D-[...]ne 4-phosphate (By similarity)|unclassified	22.216	0
COG0809: Transfers and isomerizes the r[...]sine (oQ-tRNA) (By similarity)	20.589	0
COG0809: Transfers and isomerizes the r[...]sine (oQ-tRNA) (By similarity)|g__Escherichia.s__Escherichia_coli	20.589	0
COG0810: TonB family	35.815	0
COG0810: TonB family|g__Chromobacterium.s__Chromobacterium_violaceum	13.774	0
COG0810: TonB family|g__Escherichia.s__Escherichia_coli	22.041	0
COG0811: MotA TolQ exbB proton channel	62.023	0
COG0811: MotA TolQ exbB proton channel|g__Escherichia.s__Escherichia_coli	14.016	0
COG0811: MotA TolQ exbB proton channel|unclassified	48.007	0
COG0812: cell wall formation (By similarity)	86.902	0
COG0812: cell wall formation (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	80.621	0
COG0812: cell wall formation (By similarity)|unclassified	6.28	0
COG0814: amino acid transport	116.138	0
COG0814: amino acid transport|g__Chromobacterium.s__Chromobacterium_violaceum	12.651	0
COG0814: amino acid transport|g__Escherichia.s__Escherichia_coli	87.888	0
COG0814: amino acid transport|g__Staphylococcus.s__Staphylococcus_epidermidis	15.599	0
COG0815: Transfers the fatty acyl group[...]e lipoproteins (By similarity)	49.027	0
COG0815: Transfers the fatty acyl group[...]e lipoproteins (By similarity)|g__Escherichia.s__Escherichia_coli	38.327	0
COG0815: Transfers the fatty acyl group[...]e lipoproteins (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.7	0
COG0816: Could be a nuclease that resol[...] recombination (By similarity)	79.04	0
COG0816: Could be a nuclease that resol[...] recombination (By similarity)|unclassified	79.04	0
COG0818: Diacylglycerol kinase	142.163	0
COG0818: Diacylglycerol kinase|g__Escherichia.s__Escherichia_coli	142.163	0
COG0820: rRNA (adenine-C2-)-methyltransferase activity	40.358	0
COG0820: rRNA (adenine-C2-)-methyltransferase activity|g__Escherichia.s__Escherichia_coli	40.358	0
COG0821: 4-hydroxy-3-methylbut-2-en-1-y[...] diphosphate synthase activity	39.958	0
COG0821: 4-hydroxy-3-methylbut-2-en-1-y[...] diphosphate synthase activity|g__Chromobacterium.s__Chromobacterium_violaceum	8.574	0
COG0821: 4-hydroxy-3-methylbut-2-en-1-y[...] diphosphate synthase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.209	0
COG0821: 4-hydroxy-3-methylbut-2-en-1-y[...] diphosphate synthase activity|g__Roseobacter.s__Roseobacter_denitrificans	23.174	0
COG0822: sUF system Fes assembly protein, NifU family	88.402	0
COG0822: sUF system Fes assembly protein, NifU family|g__Polaromonas.s__Polaromonas_naphthalenivorans	81.944	0
