# Gene Family	SRS1007613.go	tiny-test-data-mt.go
GO:0006032: [BP] chitin catabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	29.291	0
GO:0006032: [BP] chitin catabolic process|g__Escherichia.s__Escherichia_coli	83.699	0
GO:0006032: [BP] chitin catabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	349.156	0
GO:0006040: [BP] amino sugar metabolic process	17.042	0
GO:0006040: [BP] amino sugar metabolic process|unclassified	17.042	0
GO:0006044: [BP] N-acetylglucosamine metabolic process	261.388	0
GO:0006044: [BP] N-acetylglucosamine metabolic process|g__Escherichia.s__Escherichia_coli	218.599	0
GO:0006044: [BP] N-acetylglucosamine metabolic process|unclassified	42.788	0
GO:0006046: [BP] N-acetylglucosamine catabolic process	7.327	0
GO:0006046: [BP] N-acetylglucosamine catabolic process|unclassified	7.327	0
GO:0006047: [BP] UDP-N-acetylglucosamine metabolic process	24.726	0
GO:0006047: [BP] UDP-N-acetylglucosamine metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	12.267	0
GO:0006047: [BP] UDP-N-acetylglucosamine metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.46	0
GO:0006048: [BP] UDP-N-acetylglucosamine biosynthetic process	12.802	0
GO:0006048: [BP] UDP-N-acetylglucosamine biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	7.334	0
GO:0006048: [BP] UDP-N-acetylglucosamine biosynthetic process|g__Escherichia.s__Escherichia_coli	5.468	0
GO:0006051: [BP] N-acetylmannosamine metabolic process	28.728	0
GO:0006051: [BP] N-acetylmannosamine metabolic process|g__Escherichia.s__Escherichia_coli	28.728	0
GO:0006064: [BP] glucuronate catabolic process	312.853	0
GO:0006064: [BP] glucuronate catabolic process|g__Escherichia.s__Escherichia_coli	248.455	0
GO:0006064: [BP] glucuronate catabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	15.251	0
GO:0006064: [BP] glucuronate catabolic process|unclassified	49.146	0
GO:0006065: [BP] UDP-glucuronate biosynthetic process	25.072	0
GO:0006065: [BP] UDP-glucuronate biosynthetic process|g__Escherichia.s__Escherichia_coli	13.983	0
GO:0006065: [BP] UDP-glucuronate biosynthetic process|unclassified	11.088	0
GO:0006069: [BP] ethanol oxidation	20.645	0
GO:0006069: [BP] ethanol oxidation|g__Chromobacterium.s__Chromobacterium_violaceum	8.505	0
GO:0006069: [BP] ethanol oxidation|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.14	0
GO:0006071: [BP] glycerol metabolic process	825.479	0
GO:0006071: [BP] glycerol metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	25.105	0
GO:0006071: [BP] glycerol metabolic process|g__Escherichia.s__Escherichia_coli	558.65	0
GO:0006071: [BP] glycerol metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.778	0
GO:0006071: [BP] glycerol metabolic process|g__Roseobacter.s__Roseobacter_denitrificans	6.284	0
GO:0006071: [BP] glycerol metabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	141.673	0
GO:0006071: [BP] glycerol metabolic process|unclassified	90.988	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process	105.921	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	9.009	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process|g__Escherichia.s__Escherichia_coli	38.659	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.778	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process|g__Roseobacter.s__Roseobacter_denitrificans	6.284	0
GO:0006072: [BP] glycerol-3-phosphate metabolic process|unclassified	49.19	0
GO:0006082: [BP] organic acid metabolic process	209.783	0
GO:0006082: [BP] organic acid metabolic process|g__Corynebacterium.s__Corynebacterium_glutamicum	23.828	0
GO:0006082: [BP] organic acid metabolic process|g__Escherichia.s__Escherichia_coli	30.931	0
GO:0006082: [BP] organic acid metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	70.062	0
GO:0006082: [BP] organic acid metabolic process|unclassified	84.963	0
GO:0006084: [BP] acetyl-CoA metabolic process	34.014	0
GO:0006084: [BP] acetyl-CoA metabolic process|g__Escherichia.s__Escherichia_coli	34.014	0
GO:0006085: [BP] acetyl-CoA biosynthetic process	170.898	0
GO:0006085: [BP] acetyl-CoA biosynthetic process|g__Corynebacterium.s__Corynebacterium_glutamicum	23.828	0
GO:0006085: [BP] acetyl-CoA biosynthetic process|g__Escherichia.s__Escherichia_coli	56.616	0
GO:0006085: [BP] acetyl-CoA biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	70.062	0
GO:0006085: [BP] acetyl-CoA biosynthetic process|unclassified	20.393	0
GO:0006086: [BP] acetyl-CoA biosynthetic process from pyruvate	12.865	0
GO:0006086: [BP] acetyl-CoA biosynthetic process from pyruvate|g__Roseobacter.s__Roseobacter_denitrificans	12.865	0
GO:0006089: [BP] lactate metabolic process	93.282	0
GO:0006089: [BP] lactate metabolic process|unclassified	93.282	0
GO:0006090: [BP] pyruvate metabolic process	247.649	0
GO:0006090: [BP] pyruvate metabolic process|g__Corynebacterium.s__Corynebacterium_glutamicum	29.386	0
GO:0006090: [BP] pyruvate metabolic process|g__Escherichia.s__Escherichia_coli	53.791	0
GO:0006090: [BP] pyruvate metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.75	0
GO:0006090: [BP] pyruvate metabolic process|unclassified	133.722	0
GO:0006094: [BP] gluconeogenesis	668.11	0
GO:0006094: [BP] gluconeogenesis|g__Corynebacterium.s__Corynebacterium_glutamicum	64.084	0
GO:0006094: [BP] gluconeogenesis|g__Escherichia.s__Escherichia_coli	198.415	0
GO:0006094: [BP] gluconeogenesis|g__Polaromonas.s__Polaromonas_naphthalenivorans	99.508	0
GO:0006094: [BP] gluconeogenesis|g__Staphylococcus.s__Staphylococcus_epidermidis	43.232	0
GO:0006094: [BP] gluconeogenesis|unclassified	262.87	0
GO:0006096: [BP] glycolytic process	944.807	0
GO:0006096: [BP] glycolytic process|g__Chromobacterium.s__Chromobacterium_violaceum	123.464	0
GO:0006096: [BP] glycolytic process|g__Corynebacterium.s__Corynebacterium_glutamicum	137.303	0
GO:0006096: [BP] glycolytic process|g__Escherichia.s__Escherichia_coli	214.753	0
GO:0006096: [BP] glycolytic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	144.97	0
GO:0006096: [BP] glycolytic process|g__Roseobacter.s__Roseobacter_denitrificans	12.865	0
GO:0006096: [BP] glycolytic process|g__Staphylococcus.s__Staphylococcus_epidermidis	136.657	0
GO:0006096: [BP] glycolytic process|unclassified	174.794	0
GO:0006097: [BP] glyoxylate cycle	403.149	0
GO:0006097: [BP] glyoxylate cycle|g__Chromobacterium.s__Chromobacterium_violaceum	4.421	0
GO:0006097: [BP] glyoxylate cycle|g__Corynebacterium.s__Corynebacterium_glutamicum	47.636	0
GO:0006097: [BP] glyoxylate cycle|g__Escherichia.s__Escherichia_coli	254.368	0
GO:0006097: [BP] glyoxylate cycle|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.155	0
GO:0006097: [BP] glyoxylate cycle|g__Roseobacter.s__Roseobacter_denitrificans	14.123	0
GO:0006097: [BP] glyoxylate cycle|unclassified	72.446	0
GO:0006098: [BP] pentose-phosphate shunt	494.447	0
GO:0006098: [BP] pentose-phosphate shunt|g__Chromobacterium.s__Chromobacterium_violaceum	44.584	0
GO:0006098: [BP] pentose-phosphate shunt|g__Corynebacterium.s__Corynebacterium_glutamicum	14.59	0
GO:0006098: [BP] pentose-phosphate shunt|g__Escherichia.s__Escherichia_coli	184.941	0
GO:0006098: [BP] pentose-phosphate shunt|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.623	0
GO:0006098: [BP] pentose-phosphate shunt|g__Roseobacter.s__Roseobacter_denitrificans	59.128	0
GO:0006098: [BP] pentose-phosphate shunt|unclassified	132.58	0
GO:0006099: [BP] tricarboxylic acid cycle	1806.702	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Chromobacterium.s__Chromobacterium_violaceum	146.743	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Corynebacterium.s__Corynebacterium_glutamicum	112.955	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Escherichia.s__Escherichia_coli	815.042	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Polaromonas.s__Polaromonas_naphthalenivorans	73.006	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Roseobacter.s__Roseobacter_denitrificans	36.358	0
GO:0006099: [BP] tricarboxylic acid cycle|g__Staphylococcus.s__Staphylococcus_epidermidis	169.247	0
GO:0006099: [BP] tricarboxylic acid cycle|unclassified	453.35	0
GO:0006101: [BP] citrate metabolic process	52.171	0
GO:0006101: [BP] citrate metabolic process|g__Escherichia.s__Escherichia_coli	49.041	0
GO:0006101: [BP] citrate metabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
GO:0006102: [BP] isocitrate metabolic process	52.171	0
GO:0006102: [BP] isocitrate metabolic process|g__Escherichia.s__Escherichia_coli	49.041	0
GO:0006102: [BP] isocitrate metabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
GO:0006104: [BP] succinyl-CoA metabolic process	35.332	0
GO:0006104: [BP] succinyl-CoA metabolic process|g__Escherichia.s__Escherichia_coli	35.332	0
GO:0006105: [BP] succinate metabolic process	116.693	0
GO:0006105: [BP] succinate metabolic process|g__Escherichia.s__Escherichia_coli	116.693	0
GO:0006106: [BP] fumarate metabolic process	266.341	0
GO:0006106: [BP] fumarate metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	54.891	0
GO:0006106: [BP] fumarate metabolic process|g__Escherichia.s__Escherichia_coli	107.368	0
GO:0006106: [BP] fumarate metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.923	0
GO:0006106: [BP] fumarate metabolic process|unclassified	90.159	0
GO:0006108: [BP] malate metabolic process	149.708	0
GO:0006108: [BP] malate metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	98.486	0
GO:0006108: [BP] malate metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.744	0
GO:0006108: [BP] malate metabolic process|unclassified	31.478	0
GO:0006109: [BP] regulation of carbohydrate metabolic process	10.129	0
GO:0006109: [BP] regulation of carbohydrate metabolic process|unclassified	10.129	0
GO:0006119: [BP] oxidative phosphorylation	96.656	0
GO:0006119: [BP] oxidative phosphorylation|g__Chromobacterium.s__Chromobacterium_violaceum	6.564	0
GO:0006119: [BP] oxidative phosphorylation|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.739	0
GO:0006119: [BP] oxidative phosphorylation|g__Roseobacter.s__Roseobacter_denitrificans	2.821	0
GO:0006119: [BP] oxidative phosphorylation|g__Staphylococcus.s__Staphylococcus_epidermidis	31.542	0
GO:0006119: [BP] oxidative phosphorylation|unclassified	40.989	0
GO:0006120: [BP] mitochondrial electron transport, NADH to ubiquinone	32.316	0
GO:0006120: [BP] mitochondrial electron transport, NADH to ubiquinone|g__Chromobacterium.s__Chromobacterium_violaceum	32.316	0
GO:0006139: [BP] nucleobase-containing compound metabolic process	145.437	0
GO:0006139: [BP] nucleobase-containing compound metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	24.493	0
GO:0006139: [BP] nucleobase-containing compound metabolic process|g__Escherichia.s__Escherichia_coli	74.229	0
GO:0006139: [BP] nucleobase-containing compound metabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.644	0
GO:0006139: [BP] nucleobase-containing compound metabolic process|unclassified	41.072	0
GO:0006144: [BP] purine nucleobase metabolic process	119.15	0
GO:0006144: [BP] purine nucleobase metabolic process|g__Escherichia.s__Escherichia_coli	119.15	0
GO:0006146: [BP] adenine catabolic process	145.556	0
GO:0006146: [BP] adenine catabolic process|g__Escherichia.s__Escherichia_coli	38.873	0
GO:0006146: [BP] adenine catabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	60.673	0
GO:0006146: [BP] adenine catabolic process|g__Roseobacter.s__Roseobacter_denitrificans	8.346	0
GO:0006146: [BP] adenine catabolic process|unclassified	37.664	0
GO:0006147: [BP] guanine catabolic process	9.09	0
GO:0006147: [BP] guanine catabolic process|g__Roseobacter.s__Roseobacter_denitrificans	9.09	0
GO:0006163: [BP] purine nucleotide metabolic process	116.033	0
GO:0006163: [BP] purine nucleotide metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	102.066	0
GO:0006163: [BP] purine nucleotide metabolic process|g__Escherichia.s__Escherichia_coli	13.967	0
GO:0006164: [BP] purine nucleotide biosynthetic process	248.244	0
GO:0006164: [BP] purine nucleotide biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	41.068	0
GO:0006164: [BP] purine nucleotide biosynthetic process|g__Corynebacterium.s__Corynebacterium_glutamicum	19.251	0
GO:0006164: [BP] purine nucleotide biosynthetic process|g__Escherichia.s__Escherichia_coli	127.58	0
GO:0006164: [BP] purine nucleotide biosynthetic process|unclassified	60.345	0
GO:0006166: [BP] purine ribonucleoside salvage	616.944	0
GO:0006166: [BP] purine ribonucleoside salvage|g__Corynebacterium.s__Corynebacterium_glutamicum	198.078	0
GO:0006166: [BP] purine ribonucleoside salvage|g__Escherichia.s__Escherichia_coli	311.548	0
GO:0006166: [BP] purine ribonucleoside salvage|g__Roseobacter.s__Roseobacter_denitrificans	81.986	0
GO:0006166: [BP] purine ribonucleoside salvage|unclassified	25.333	0
GO:0006167: [BP] AMP biosynthetic process	32.887	0
GO:0006167: [BP] AMP biosynthetic process|g__Roseobacter.s__Roseobacter_denitrificans	32.887	0
GO:0006168: [BP] adenine salvage	14.319	0
GO:0006168: [BP] adenine salvage|g__Corynebacterium.s__Corynebacterium_glutamicum	14.319	0
GO:0006171: [BP] cAMP biosynthetic process	197.335	0
GO:0006171: [BP] cAMP biosynthetic process|g__Escherichia.s__Escherichia_coli	147.805	0
GO:0006171: [BP] cAMP biosynthetic process|unclassified	49.529	0
GO:0006177: [BP] GMP biosynthetic process	257.303	0
GO:0006177: [BP] GMP biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	39.583	0
GO:0006177: [BP] GMP biosynthetic process|g__Escherichia.s__Escherichia_coli	116.045	0
GO:0006177: [BP] GMP biosynthetic process|g__Roseobacter.s__Roseobacter_denitrificans	15.122	0
GO:0006177: [BP] GMP biosynthetic process|g__Staphylococcus.s__Staphylococcus_epidermidis	8.836	0
GO:0006177: [BP] GMP biosynthetic process|unclassified	77.716	0
GO:0006183: [BP] GTP biosynthetic process	217.421	0
GO:0006183: [BP] GTP biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	141.649	0
GO:0006183: [BP] GTP biosynthetic process|g__Escherichia.s__Escherichia_coli	51.813	0
GO:0006183: [BP] GTP biosynthetic process|g__Roseobacter.s__Roseobacter_denitrificans	15.122	0
GO:0006183: [BP] GTP biosynthetic process|g__Staphylococcus.s__Staphylococcus_epidermidis	8.836	0
GO:0006188: [BP] IMP biosynthetic process	14.139	0
GO:0006188: [BP] IMP biosynthetic process|unclassified	14.139	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process	2016.019	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	43.23	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Corynebacterium.s__Corynebacterium_glutamicum	1179.097	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Escherichia.s__Escherichia_coli	274.886	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.537	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Roseobacter.s__Roseobacter_denitrificans	146.3	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Staphylococcus.s__Staphylococcus_epidermidis	132.653	0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|unclassified	201.315	0
GO:0006203: [BP] dGTP catabolic process	127.681	0
GO:0006203: [BP] dGTP catabolic process|g__Escherichia.s__Escherichia_coli	79.182	0
GO:0006203: [BP] dGTP catabolic process|unclassified	48.499	0
GO:0006206: [BP] pyrimidine nucleobase metabolic process	226.825	0
GO:0006206: [BP] pyrimidine nucleobase metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	3.414	0
GO:0006206: [BP] pyrimidine nucleobase metabolic process|g__Escherichia.s__Escherichia_coli	223.412	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process	576.645	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	76.462	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Corynebacterium.s__Corynebacterium_glutamicum	131.678	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Escherichia.s__Escherichia_coli	97.486	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.507	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Roseobacter.s__Roseobacter_denitrificans	19.472	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Staphylococcus.s__Staphylococcus_epidermidis	58.495	0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|unclassified	175.547	0
GO:0006210: [BP] thymine catabolic process	116.156	0
GO:0006210: [BP] thymine catabolic process|g__Escherichia.s__Escherichia_coli	84.39	0
GO:0006210: [BP] thymine catabolic process|unclassified	31.766	0
GO:0006212: [BP] uracil catabolic process	378.327	0
GO:0006212: [BP] uracil catabolic process|g__Escherichia.s__Escherichia_coli	319.937	0
GO:0006212: [BP] uracil catabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	58.39	0
GO:0006213: [BP] pyrimidine nucleoside metabolic process	98.804	0
GO:0006213: [BP] pyrimidine nucleoside metabolic process|g__Escherichia.s__Escherichia_coli	98.804	0
GO:0006220: [BP] pyrimidine nucleotide metabolic process	184.267	0
GO:0006220: [BP] pyrimidine nucleotide metabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	116.385	0
GO:0006220: [BP] pyrimidine nucleotide metabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	27.579	0
GO:0006220: [BP] pyrimidine nucleotide metabolic process|unclassified	40.304	0
GO:0006221: [BP] pyrimidine nucleotide biosynthetic process	85.036	0
GO:0006221: [BP] pyrimidine nucleotide biosynthetic process|g__Escherichia.s__Escherichia_coli	55.746	0
GO:0006221: [BP] pyrimidine nucleotide biosynthetic process|unclassified	29.29	0
GO:0006223: [BP] uracil salvage	128.469	0
GO:0006223: [BP] uracil salvage|g__Chromobacterium.s__Chromobacterium_violaceum	42.026	0
GO:0006223: [BP] uracil salvage|g__Corynebacterium.s__Corynebacterium_glutamicum	35.123	0
GO:0006223: [BP] uracil salvage|g__Escherichia.s__Escherichia_coli	20.413	0
GO:0006223: [BP] uracil salvage|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.451	0
